accession_id,total_reads,genus,genus_taxid,genus_true_positive,genus_true_negative,genus_false_positive,genus_false_negative,species,species_taxid,species_true_positive,species_true_negative,species_false_positive,species_false_negative
NZ_LT635457.1,57,Actinomyces,1654,57,999828,0,115,Actinomyces pacaensis,1852377,57,999943,0,0
NZ_CP033459.1,5486,Pseudoprevotella,2884814,5457,994512,2,29,Pseudoprevotella muciniphila,2133944,5457,994512,2,29
CAKAFU010000002.1,171,Alloprevotella,1283313,0,999829,0,171,Alloprevotella tannerae,76122,0,999829,0,171
NZ_CP036550.1,8058,Bacteroides,816,7836,991445,497,222,Bacteroides fragilis,817,7773,991894,48,285
NZ_CP102541.1,57,Bifidobacterium,1678,56,999942,1,1,Bifidobacterium longum,216816,51,999943,0,6
NZ_CP049272.1,943,Campylobacter,194,1011,998985,1,3,Campylobacter concisus,199,940,999057,0,3
NZ_CP012544.1,71,Campylobacter,194,1011,998985,1,3,Campylobacter showae,204,71,999929,0,0
NZ_CP073092.1,47572,Corynebacterium,1716,47136,952428,0,436,Corynebacterium tuberculostearicum,38304,46397,952428,0,1175
NZ_CP028101.1,99487,Fusobacterium,848,99532,900098,0,370,Fusobacterium nucleatum,851,93649,900513,0,5838
NZ_CP024703.1,172,Fusobacterium,848,99532,900098,0,370,Fusobacterium pseudoperiodonticum,2663009,170,999635,193,2
NZ_CP031243.1,743,Haemophilus,724,532497,465107,28,2368,Haemophilus haemolyticus,726,727,999194,63,16
NZ_AP018768.1,40701,Haemophilus,724,532497,465107,28,2368,Haemophilus influenzae,727,39709,959026,273,992
NZ_CP083637.1,757,Gemella,1378,752,999243,0,5,Gemella haemolysans,1379,752,999243,0,5
NZ_CP038817.1,490078,Haemophilus,724,532497,465107,28,2368,Haemophilus parahaemolyticus,735,487045,509922,0,3033
NZ_CP035368.2,3343,Haemophilus,724,532497,465107,28,2368,Haemophilus parainfluenzae,729,3320,996592,65,23
MT157224.1,43,Enterovirus,12059,1073,998886,0,41,Human rhinovirus sp.,169066,0,999957,0,43
NZ_LR134378.1,243,Lautropia,47670,243,999757,0,0,Lautropia mirabilis,47671,243,999757,0,0
NZ_CP101528.1,286,Micrococcus,1269,284,999714,0,2,Micrococcus luteus,1270,257,999714,0,29
NZ_CP073114.1,143,Neisseria,482,141,999826,31,2,Neisseria subflava,28449,137,999857,0,6
NZ_CP092048.1,271,Porphyromonas,836,267,999699,30,4,Porphyromonas gingivalis,837,267,999708,21,4
NC_019960.1,157,Prevotella,838,160987,833603,23,5387,Prevotella dentalis,52227,155,999831,12,2
NZ_CP024696.1,164731,Prevotella,838,160987,833603,23,5387,Prevotella intermedia,28131,159364,835264,5,5367
NZ_CP072363.1,343,Prevotella,838,160987,833603,23,5387,Prevotella jejuni,1177574,333,999642,15,10
NZ_CP072390.1,57,Prevotella,838,160987,833603,23,5387,Prevotella scopos,589437,57,999939,4,0
NC_038311.1,14,Enterovirus,12059,1073,998886,0,41,Rhinovirus A,147711,14,999981,5,0
NC_009996.1,1057,Enterovirus,12059,1073,998886,0,41,Rhinovirus C,463676,1054,998943,0,3
NZ_CP079201.1,57,Rothia,32207,57,999943,0,0,Rothia dentocariosa,2047,57,999943,0,0
NZ_CP060204.1,20072,Selenomonas,970,20192,979727,1,80,Selenomonas timonae,2754044,19943,979928,0,129
NZ_CP012646.1,52029,Streptococcus,1301,70282,929294,5,419,Streptococcus mitis,28037,49192,947908,63,2837
NZ_CP012071.1,200,Selenomonas,970,20192,979727,1,80,Selenomonas sp. oral taxon 478,712538,198,999800,0,2
NC_015875.1,18615,Streptococcus,1301,70282,929294,5,419,Streptococcus pseudopneumoniae,257758,16836,981363,22,1779
NZ_CP079193.1,57,Streptococcus,1301,70282,929294,5,419,Streptococcus suis,1307,56,999925,18,1
NC_001367.1,57,Tobamovirus,12234,57,999943,0,0,Tobacco mosaic virus,12242,57,999943,0,0
NZ_CP009227.1,1171,Treponema,157,36412,958042,1,5545,Treponema sp. OMZ 838,1539298,727,998829,0,444
NZ_CAKAHJ010000001.1,115,Actinomyces,1654,57,999828,0,115,uncultured Actinomyces sp.,249061,0,999885,0,115
NZ_CAKOJV010000001.1,243,Fusobacterium,848,99532,900098,0,370,uncultured Fusobacterium sp.,159267,0,999757,0,243
NZ_CAJTJS010000001.1,1086,Prevotella,838,160987,833603,23,5387,uncultured Prevotella sp.,159272,0,998914,0,1086
NZ_CALHUL010000006.1,40786,Treponema,157,36412,958042,1,5545,uncultured Treponema sp.,162155,0,959214,0,40786
NZ_LR134375.1,57,Veillonella,29465,470,999529,0,1,Veillonella dispar,39778,52,999943,0,5
NZ_AP022321.1,86,Veillonella,29465,470,999529,0,1,Veillonella nakazawae,2682456,82,999914,0,4
NZ_CP019721.1,328,Veillonella,29465,470,999529,0,1,Veillonella parvula,29466,326,999672,0,2
