parent_taxid,level,taxid,name,kraken_classifed_reads,NT_rPM
1268,1,32207,Rothia,809599.0,809599
32207,2,43675,Rothia mucilaginosa,808485.0,808485
32207,2,2047,Rothia dentocariosa,109.0,109
32207,2,396015,Rothia terrae,6.0,6
32207,1,2689056,unclassified Rothia (in: high G+C Gram-positive bacteria),6.0,6
2689056,2,3047030,Rothia sp. SD9660Na,4.0,4
2689056,2,2810516,Rothia sp. ZJ932,2.0,2
32207,2,37923,Rothia kristinae,3.0,3
32207,2,169480,Rothia amarae,3.0,3
32207,2,172042,Rothia aeria,2.0,2
32207,2,85336,Rothia nasimurium,1.0,1
1268,1,1269,Micrococcus,124.0,124
1269,2,1270,Micrococcus luteus,67.0,67
1269,1,2620948,unclassified Micrococcus,1.0,1
2620948,2,3101753,Micrococcus sp. HOU1,1.0,1
1268,1,1663,Arthrobacter,47.0,47
1663,1,235627,unclassified Arthrobacter,25.0,25
235627,2,2894187,Arthrobacter sp. zg-Y919,4.0,4
235627,2,2578107,Arthrobacter sp. KBS0702,2.0,2
235627,2,2879617,Arthrobacter sp. FW305-BF8,2.0,2
235627,2,1118963,Arthrobacter sp. Rue61a,2.0,2
235627,2,2565366,Arthrobacter sp. PAMC25564,1.0,1
235627,2,2879618,Arthrobacter sp. FW306-2-2C-D06B,1.0,1
235627,2,2600159,Arthrobacter sp. UKPF54-2,1.0,1
235627,2,1849032,Arthrobacter sp. U41,1.0,1
235627,2,1704044,Arthrobacter sp. ERGS1:01,1.0,1
235627,2,2651199,Arthrobacter sp. CDRTa11,1.0,1
235627,2,2972479,Arthrobacter sp. CJ23,1.0,1
235627,2,2987701,Arthrobacter sp. YA7-1,1.0,1
235627,2,2991715,Arthrobacter sp. ATA002,1.0,1
235627,2,2996261,Arthrobacter sp. MMS18-M83,1.0,1
235627,2,2830992,Arthrobacter sp. StoSoilB5,1.0,1
1663,2,656366,Arthrobacter alpinus,4.0,4
1663,2,2486855,Arthrobacter sulfonylureivorans,3.0,3
1663,2,199136,Arthrobacter koreensis,3.0,3
1663,2,37921,Arthrobacter agilis,1.0,1
1663,2,2964609,Arthrobacter jinronghuae,1.0,1
1663,2,2211210,Arthrobacter dokdonellae,1.0,1
1268,1,1742993,Pseudarthrobacter,10.0,10
1742993,1,2647000,unclassified Pseudarthrobacter,7.0,7
2647000,2,2851598,Pseudarthrobacter sp. L1SW,2.0,2
2647000,2,3092262,Pseudarthrobacter sp. IC2-21,2.0,2
2647000,2,2590774,Pseudarthrobacter sp. NIBRBAC000502771,1.0,1
2647000,2,2772401,Pseudarthrobacter sp. BIM B-2242,1.0,1
2647000,2,3111450,Pseudarthrobacter sp. LT1,1.0,1
1742993,2,410837,Pseudarthrobacter defluvii,2.0,2
1742993,2,728066,Pseudarthrobacter equi,1.0,1
1268,1,57493,Kocuria,7.0,7
57493,2,72000,Kocuria rhizophila,2.0,2
57493,1,2649579,unclassified Kocuria,2.0,2
2649579,2,2711328,Kocuria sp. TGY1127_2,2.0,2
57493,2,1275,Kocuria rosea,1.0,1
57493,2,71999,Kocuria palustris,1.0,1
57493,2,1049583,Kocuria indica,1.0,1
1268,1,1160973,Auritidibacter,6.0,6
1160973,2,678932,Auritidibacter ignavus,1.0,1
1268,1,1742989,Glutamicibacter,6.0,6
1742989,2,1775880,Glutamicibacter mishrai,2.0,2
1742989,2,162496,Glutamicibacter creatinolyticus,1.0,1
1742989,2,256701,Glutamicibacter arilaitensis,1.0,1
1268,1,1742992,Paenarthrobacter,6.0,6
1742992,2,37931,Paenarthrobacter ureafaciens,1.0,1
1268,1,1742990,Paeniglutamicibacter,3.0,3
1742990,1,2639426,unclassified Paeniglutamicibacter,3.0,3
2639426,2,2853258,Paeniglutamicibacter sp. Y32M11,2.0,2
2639426,2,2986919,Paeniglutamicibacter sp. ZC-3,1.0,1
1268,1,1868332,Neomicrococcus,1.0,1
1868332,2,556325,Neomicrococcus aestuarii,1.0,1
1268,1,169133,Citricoccus,1.0,1
169133,1,2632435,unclassified Citricoccus,1.0,1
2632435,2,3073268,Citricoccus sp. I39-566,1.0,1
1268,1,1742991,Pseudoglutamicibacter,1.0,1
1742991,2,98671,Pseudoglutamicibacter albus,1.0,1
85023,1,33882,Microbacterium,16.0,16
33882,1,2609290,unclassified Microbacterium,9.0,9
2609290,2,2875948,Microbacterium sp. cx-55,2.0,2
