parent_taxid,level,taxid,name,kraken_classifed_reads,NT_rPM
543,1,544,Citrobacter,28558,14854
544,2,545,Citrobacter koseri,14005,7284
544,1,1344959,Citrobacter freundii complex,6051,3147
1344959,2,546,Citrobacter freundii,1208,628
1344959,2,1639133,Citrobacter portucalensis,92,47
1344959,2,57706,Citrobacter braakii,81,42
1344959,2,67827,Citrobacter werkmanii,49,25
1344959,2,133448,Citrobacter youngae,25,13
1344959,1,2816438,unclassified Citrobacter freundii complex,17,8
2816438,2,1686384,Citrobacter sp. BIDMC107,11,5
2816438,2,2066049,Citrobacter freundii complex sp. CFNIH2,6,3
1344959,2,67826,Citrobacter sedlakii,4,2
544,1,2644389,unclassified Citrobacter,141,73
2644389,2,2742624,Citrobacter sp. RHB25-C09,30,15
2644389,2,1573676,Citrobacter sp. R56,27,14
2644389,2,2861801,Citrobacter sp. Colony322,10,5
2644389,2,1702170,Citrobacter sp. FDAARGOS_156,8,4
2644389,2,2861802,Citrobacter sp. Colony219,6,3
2644389,2,1703250,Citrobacter sp. CRE-46,3,1
2644389,2,2566012,Citrobacter sp. CF971,3,1
2644389,2,2742657,Citrobacter sp. RHBSTW-00599,3,1
2644389,2,2742675,Citrobacter sp. RHBSTW-00986,3,1
2644389,2,2742677,Citrobacter sp. RHBSTW-01013,3,1
2644389,2,2697370,Citrobacter sp. LUTT5,3,1
2644389,2,184912,Citrobacter sp. TSA-1,2,1
2644389,2,2742627,Citrobacter sp. RHB36-C18,2,1
2644389,2,2742626,Citrobacter sp. RHB35-C21,2,1
2644389,2,2742655,Citrobacter sp. RHBSTW-00570,2,1
2644389,2,2683822,Citrobacter sp. 172116965,2,1
2644389,2,2781952,Citrobacter sp. BDA59-3,2,1
2644389,2,2861800,Citrobacter sp. Colony475,2,1
2644389,2,2576406,Citrobacter sp. TBCP-5362,2,1
2644389,2,2742641,Citrobacter sp. RHBSTW-00229,1,0
2644389,2,2742620,Citrobacter sp. RHB20-C15,1,0
2644389,2,2742636,Citrobacter sp. RHBSTW-00127,1,0
2644389,2,1439319,Citrobacter sp. MGH 55,1,0
2644389,2,2742629,Citrobacter sp. RHBSTW-00017,1,0
544,2,1563222,Citrobacter pasteurii,44,22
544,2,2562449,Citrobacter tructae,40,20
544,2,2546350,Citrobacter arsenatis,34,17
544,2,67825,Citrobacter rodentium,32,16
544,2,67824,Citrobacter farmeri,17,8
544,2,35703,Citrobacter amalonaticus,16,8
544,2,1748967,Citrobacter cronae,6,3
2890311,1,570,Klebsiella,14436,7508
570,2,1463165,Klebsiella quasipneumoniae,3964,2061
570,2,244366,Klebsiella variicola,1595,829
570,2,573,Klebsiella pneumoniae,790,410
570,2,571,Klebsiella oxytoca,779,405
570,2,548,Klebsiella aerogenes,86,44
570,2,2489010,Klebsiella africana,67,34
570,2,2026240,Klebsiella quasivariicola,56,29
570,2,1134687,Klebsiella michiganensis,43,22
570,1,2608929,unclassified Klebsiella,23,11
2608929,2,2267618,Klebsiella sp. P1CD1,6,3
2608929,2,2897413,Klebsiella sp. KPN54798,2,1
2608929,2,2873296,Klebsiella sp. CTHL.F3a,2,1
2608929,2,2834819,Klebsiella sp. A52,2,1
2608929,2,2015795,Klebsiella sp. LY,1,0
2608929,2,2675711,Klebsiella sp. WP3-S18-ESBL-05,1,0
2608929,2,2829836,Klebsiella sp. P1927,1,0
570,2,2058152,Klebsiella grimontii,18,9
570,2,2153354,Klebsiella huaxiensis,18,9
2890311,1,160674,Raoultella,4339,2256
160674,2,575,Raoultella planticola,2663,1385
160674,2,54291,Raoultella ornithinolytica,328,170
160674,2,1259973,Raoultella electrica,24,12
160674,1,2627600,unclassified Raoultella,15,7
2627600,2,2923366,Raoultella sp. HC6,7,3
2627600,2,2993656,Raoultella sp. DY2415,4,2
2627600,2,2799495,Raoultella sp. XY-1,3,1
2627600,2,2259647,Raoultella sp. X13,1,0
160674,2,577,Raoultella terrigena,7,3
543,1,83654,Leclercia,17885,9302
83654,2,83655,Leclercia adecarboxylata,17646,9178
83654,1,2627398,unclassified Leclercia,14,7
2627398,2,2714951,Leclercia sp. 29361,3,1
2627398,2,2898725,Leclercia sp. G3L,3,1
2627398,2,2282309,Leclercia sp. W17,2,1
2627398,2,1920114,Leclercia sp. LSNIH1,1,0
2627398,2,2681308,Leclercia sp. 119287,1,0
2627398,2,2681309,Leclercia sp. Colony189,1,0
83654,2,2815358,Leclercia pneumoniae,3,1
543,1,547,Enterobacter,10359,5388
547,1,354276,Enterobacter cloacae complex,5916,3077
354276,2,158836,Enterobacter hormaechei,771,401
354276,2,550,Enterobacter cloacae,260,135
354276,1,2757714,unclassified Enterobacter cloacae complex,85,44
2757714,2,2027919,Enterobacter cloacae complex sp.,35,18
2757714,2,1686399,Enterobacter sp. BIDMC100,14,7
2757714,2,2850493,Enterobacter cloacae complex sp. ECL112,6,3
2757714,2,2798729,Enterobacter cloacae complex sp. AR_0002,4,2
2757714,2,2850492,Enterobacter cloacae complex sp. ECL78,4,2
2757714,2,1329841,Enterobacter sp. BIDMC 29,3,1
2757714,2,2876028,Enterobacter cloacae complex sp. ECL352,3,1
2757714,2,2912629,Enterobacter cloacae complex sp. ECL411,2,1
2757714,2,2912628,Enterobacter cloacae complex sp. ECL414,2,1
2757714,2,2077136,Enterobacter cloacae complex sp. FDA-CDC-AR_0164,2,1
2757714,2,2969431,Enterobacter cloacae complex sp. R_G8,1,0
2757714,2,2912631,Enterobacter cloacae complex sp. ECL404,1,0
2757714,2,2850494,Enterobacter cloacae complex sp. ECL68,1,0
2757714,2,2077137,Enterobacter cloacae complex sp. FDA-CDC-AR_0132,1,0
2757714,2,1915310,Enterobacter cloacae complex sp. ECNIH7,1,0
2757714,2,1329823,Enterobacter sp. MGH 14,1,0
354276,2,61645,Enterobacter asburiae,61,31
354276,2,1812935,Enterobacter roggenkampii,57,29
354276,2,69218,Enterobacter cancerogenus,38,19
354276,2,208224,Enterobacter kobei,35,18
354276,2,299767,Enterobacter ludwigii,26,13
354276,2,2497875,Enterobacter chuandaensis,22,11
354276,2,2494701,Enterobacter chengduensis,20,10
354276,2,2071710,Enterobacter sichuanensis,11,5
547,1,2608935,unclassified Enterobacter,72,37
2608935,2,2742676,Enterobacter sp. RHBSTW-00994,15,7
2608935,2,2976431,Enterobacter sp. CP102,7,3
2608935,2,2742639,Enterobacter sp. RHBSTW-00175,5,2
2608935,2,1848517,Enterobacter sp. LU1,4,2
2608935,2,2724468,Enterobacter sp. JUb54,4,2
2608935,2,2831891,Enterobacter sp. JBIWA005,4,2
2608935,2,2894203,Enterobacter sp. AN-K1,3,1
2608935,2,2747372,Enterobacter sp. DSM 30060,2,1
2608935,2,2866201,Enterobacter sp. Colony194,2,1
2608935,2,2836161,Enterobacter sp. SGAir0187,2,1
2608935,2,1914861,Enterobacter sp. SA187,2,1
2608935,2,2831890,Enterobacter sp. JBIWA003,2,1
2608935,2,2596949,Enterobacter sp. E76,2,1
2608935,2,2705458,Enterobacter sp. SES19,2,1
2608935,2,2500132,Enterobacter sp. N18-03635,1,0
2608935,2,2742673,Enterobacter sp. RHBSTW-00975,1,0
2608935,2,2051905,Enterobacter sp. CRENT-193,1,0
2608935,2,648691,Enterobacter sp. YSU,1,0
547,2,2478464,Enterobacter oligotrophicus,24,12
547,2,539813,Enterobacter mori,22,11
