parent_taxid,level,taxid,name,kraken_classifed_reads,NT_rPM
543,1,544,Citrobacter,14838.0,14838
544,2,545,Citrobacter koseri,8621.0,8621
544,1,1344959,Citrobacter freundii complex,4110.0,4110
1344959,2,546,Citrobacter freundii,840.0,840
1344959,2,1639133,Citrobacter portucalensis,225.0,225
1344959,2,57706,Citrobacter braakii,137.0,137
1344959,2,67827,Citrobacter werkmanii,36.0,36
1344959,2,1748967,Citrobacter cronae,24.0,24
1344959,2,133448,Citrobacter youngae,22.0,22
1344959,1,2816438,unclassified Citrobacter freundii complex,17.0,17
2816438,2,1686380,Citrobacter sp. MGH105,7.0,7
2816438,2,2529121,Citrobacter sp. ABFQG,3.0,3
2816438,2,1686378,Citrobacter sp. MGH103,2.0,2
2816438,2,2066049,Citrobacter freundii complex sp. CFNIH2,2.0,2
2816438,2,2077149,Citrobacter freundii complex sp. CFNIH9,2.0,2
2816438,2,2077148,Citrobacter freundii complex sp. CFNIH4,1.0,1
1344959,2,67828,Citrobacter gillenii,3.0,3
1344959,2,67826,Citrobacter sedlakii,1.0,1
544,1,2644389,unclassified Citrobacter,47.0,47
2644389,2,2742624,Citrobacter sp. RHB25-C09,8.0,8
2644389,2,1573676,Citrobacter sp. R56,6.0,6
2644389,2,2861802,Citrobacter sp. Colony219,5.0,5
2644389,2,2697370,Citrobacter sp. LUTT5,2.0,2
2644389,2,1703250,Citrobacter sp. CRE-46,2.0,2
2644389,2,2861801,Citrobacter sp. Colony322,2.0,2
2644389,2,2807631,Citrobacter sp. B72,2.0,2
2644389,2,2742627,Citrobacter sp. RHB36-C18,1.0,1
2644389,2,2742655,Citrobacter sp. RHBSTW-00570,1.0,1
2644389,2,2742675,Citrobacter sp. RHBSTW-00986,1.0,1
2644389,2,2742678,Citrobacter sp. RHBSTW-01044,1.0,1
2644389,2,2742653,Citrobacter sp. RHBSTW-00524,1.0,1
2644389,2,2861800,Citrobacter sp. Colony475,1.0,1
2644389,2,1702170,Citrobacter sp. FDAARGOS_156,1.0,1
2644389,2,1439319,Citrobacter sp. MGH 55,1.0,1
2644389,2,2742626,Citrobacter sp. RHB35-C21,1.0,1
544,2,2546350,Citrobacter arsenatis,24.0,24
544,2,1563222,Citrobacter pasteurii,16.0,16
544,2,67825,Citrobacter rodentium,10.0,10
544,2,35703,Citrobacter amalonaticus,9.0,9
544,2,67824,Citrobacter farmeri,9.0,9
544,2,2562449,Citrobacter tructae,6.0,6
544,2,2971264,Citrobacter enshiensis,4.0,4
544,2,1914243,Citrobacter europaeus,2.0,2
2890311,1,570,Klebsiella,7467.0,7467
570,2,1463165,Klebsiella quasipneumoniae,3007.0,3007
570,2,244366,Klebsiella variicola,1128.0,1128
570,2,573,Klebsiella pneumoniae,477.0,477
570,2,571,Klebsiella oxytoca,422.0,422
570,2,548,Klebsiella aerogenes,36.0,36
570,2,2489010,Klebsiella africana,29.0,29
570,2,2026240,Klebsiella quasivariicola,27.0,27
570,2,1134687,Klebsiella michiganensis,19.0,19
570,1,2608929,unclassified Klebsiella,18.0,18
2608929,2,3081203,Klebsiella sp. w6,2.0,2
2608929,2,2015795,Klebsiella sp. LY,2.0,2
2608929,2,2267618,Klebsiella sp. P1CD1,1.0,1
2608929,2,2787706,Klebsiella sp. BDA134-6,1.0,1
2608929,2,2897413,Klebsiella sp. KPN54798,1.0,1
2608929,2,2873296,Klebsiella sp. CTHL.F3a,1.0,1
2608929,2,2834819,Klebsiella sp. A52,1.0,1
2608929,2,2675726,Klebsiella sp. WP8-S18-ESBL-06,1.0,1
570,2,2153354,Klebsiella huaxiensis,10.0,10
570,2,2587529,Klebsiella pasteurii,5.0,5
570,2,1259973,Klebsiella electrica,4.0,4
570,2,2058152,Klebsiella grimontii,2.0,2
2890311,1,160674,Raoultella,2294.0,2294
160674,2,575,Raoultella planticola,1437.0,1437
160674,2,54291,Raoultella ornithinolytica,391.0,391
160674,2,577,Raoultella terrigena,6.0,6
543,1,83654,Leclercia,9296.0,9296
83654,2,83655,Leclercia adecarboxylata,8671.0,8671
83654,1,2627398,unclassified Leclercia,27.0,27
2627398,2,2714951,Leclercia sp. 29361,12.0,12
2627398,2,2282309,Leclercia sp. W17,4.0,4
2627398,2,2898725,Leclercia sp. G3L,3.0,3
2627398,2,1920116,Leclercia sp. LSNIH3,2.0,2
2627398,2,2681308,Leclercia sp. 119287,2.0,2
2627398,2,2681309,Leclercia sp. Colony189,2.0,2
2627398,2,2282310,Leclercia sp. W6,1.0,1
2627398,2,2681307,Leclercia sp. J807,1.0,1
83654,2,2815358,Leclercia pneumoniae,4.0,4
543,1,547,Enterobacter,5431.0,5431
547,1,354276,Enterobacter cloacae complex,3695.0,3695
354276,2,158836,Enterobacter hormaechei,848.0,848
354276,2,61645,Enterobacter asburiae,79.0,79
354276,1,2757714,unclassified Enterobacter cloacae complex,78.0,78
2757714,2,2027919,Enterobacter cloacae complex sp.,55.0,55
2757714,2,2850493,Enterobacter cloacae complex sp. ECL112,5.0,5
2757714,2,1329841,Enterobacter sp. BIDMC 29,3.0,3
2757714,2,2969431,Enterobacter cloacae complex sp. R_G8,2.0,2
2757714,2,1329836,Enterobacter sp. BWH 37,2.0,2
2757714,2,2798729,Enterobacter cloacae complex sp. AR_0002,2.0,2
2757714,2,2850492,Enterobacter cloacae complex sp. ECL78,2.0,2
2757714,2,1915310,Enterobacter cloacae complex sp. ECNIH7,1.0,1
2757714,2,2077136,Enterobacter cloacae complex sp. FDA-CDC-AR_0164,1.0,1
2757714,2,2850078,Enterobacter cloacae complex sp. ECL72,1.0,1
2757714,2,2912630,Enterobacter cloacae complex sp. ECL405,1.0,1
2757714,2,2876028,Enterobacter cloacae complex sp. ECL352,1.0,1
2757714,2,2912628,Enterobacter cloacae complex sp. ECL414,1.0,1
354276,2,550,Enterobacter cloacae,77.0,77
354276,2,1812935,Enterobacter roggenkampii,67.0,67
354276,2,299767,Enterobacter ludwigii,36.0,36
354276,2,2497875,Enterobacter chuandaensis,31.0,31
354276,2,69218,Enterobacter cancerogenus,30.0,30
354276,2,208224,Enterobacter kobei,25.0,25
354276,2,2071710,Enterobacter sichuanensis,17.0,17
354276,2,3029761,Enterobacter pasteurii,16.0,16
354276,2,2494701,Enterobacter chengduensis,15.0,15
547,1,2608935,unclassified Enterobacter,51.0,51
2608935,2,3077940,Enterobacter sp. DTU_2021_1002640_1_SI_PRY_ASU_LCPMC_013,8.0,8
2608935,2,2742676,Enterobacter sp. RHBSTW-00994,7.0,7
2608935,2,2976431,Enterobacter sp. CP102,6.0,6
2608935,2,3080020,Enterobacter sp. JJBC,3.0,3
2608935,2,2500132,Enterobacter sp. N18-03635,3.0,3
2608935,2,3104013,Enterobacter sp. PGRG2,2.0,2
2608935,2,1166130,Enterobacter sp. R4-368,2.0,2
2608935,2,2870346,Enterobacter sp. C2,2.0,2
2608935,2,1848517,Enterobacter sp. LU1,2.0,2
2608935,2,2836161,Enterobacter sp. SGAir0187,1.0,1
2608935,2,2866201,Enterobacter sp. Colony194,1.0,1
2608935,2,2724468,Enterobacter sp. JUb54,1.0,1
2608935,2,2720029,Enterobacter sp. DNB-S2,1.0,1
2608935,2,2894203,Enterobacter sp. AN-K1,1.0,1
2608935,2,2831890,Enterobacter sp. JBIWA003,1.0,1
2608935,2,1977566,Enterobacter sp. Crenshaw,1.0,1
2608935,2,1914861,Enterobacter sp. SA187,1.0,1
2608935,2,399742,Enterobacter sp. 638,1.0,1
547,2,539813,Enterobacter mori,23.0,23
547,2,881260,Enterobacter bugandensis,17.0,17
547,2,2478464,Enterobacter oligotrophicus,14.0,14
547,2,2529381,Enterobacter wuhouensis,9.0,9
547,2,2494702,Enterobacter huaxiensis,6.0,6
547,2,885040,Enterobacter soli,1.0,1
547,2,2497436,Enterobacter quasiroggenkampii,1.0,1
547,2,2996112,Enterobacter pseudoroggenkampii,1.0,1
543,1,413496,Cronobacter,3530.0,3530
413496,2,28141,Cronobacter sakazakii,3488.0,3488
413496,2,1163710,Cronobacter condimenti,2.0,2
413496,2,413503,Cronobacter malonaticus,1.0,1
543,1,561,Escherichia,112.0,112
561,2,562,Escherichia coli,107.0,107
561,2,208962,Escherichia albertii,3.0,3
543,1,590,Salmonella,50.0,50
590,2,28901,Salmonella enterica,43.0,43
590,2,54736,Salmonella bongori,3.0,3
36866,2,2675787,Enterobacteriaceae endosymbiont of Donacia tomentosa,12.0,12
36866,2,2675795,Enterobacteriaceae endosymbiont of Plateumaris pusilla,8.0,8
36866,2,2675797,Enterobacteriaceae endosymbiont of Plateumaris sericea,3.0,3
36866,2,2675776,Enterobacteriaceae endosymbiont of Donacia crassipes,2.0,2
36866,2,2675791,Enterobacteriaceae endosymbiont of Macroplea mutica,1.0,1
84564,1,203804,Candidatus Blochmanniella,3.0,3
203804,1,711328,unclassified Candidatus Blochmanniella,1.0,1
711328,2,1505596,Blochmannia endosymbiont of Polyrhachis (Hedomyrma) turneri,1.0,1
146507,1,568987,Candidatus Hamiltonella,1.0,1
146507,1,568988,Candidatus Regiella,1.0,1
568988,1,3077955,unclassified Candidatus Regiella,1.0,1
3077955,2,3077956,Candidatus Regiella endosymbiont of Tuberolachnus salignus,1.0,1
146507,2,1199245,secondary endosymbiont of Ctenarytaina eucalypti,1.0,1
84563,1,1906657,Candidatus Doolittlea,3.0,3
1906657,2,1778262,Candidatus Doolittlea endobia,3.0,3
84563,1,801,Symbiopectobacterium,1.0,1
801,2,2871826,Symbiopectobacterium purcellii,1.0,1
84563,1,472825,Candidatus Purcelliella,1.0,1
472825,2,472834,Candidatus Purcelliella pentastirinorum,1.0,1
