accession_id,total_reads,genus,genus_taxid,genus_true_positive,genus_true_negative,genus_false_positive,genus_false_negative,species,species_taxid,species_true_positive,species_true_negative,species_false_positive,species_false_negative
CP097095.1,2966,Actinomyces,1654,8375,1142750,75,14027,Actinomyces graevenitzii,55565,0,1162261,0,2966
NZ_LT635457.1,1743,Actinomyces,1654,8375,1142750,75,14027,Actinomyces pacaensis,1852377,1743,1163450,34,0
NZ_CAKAHJ010000001.1,11467,Actinomyces,1654,8375,1142750,75,14027,uncultured Actinomyces sp.,249061,0,1153760,0,11467
NZ_CP124548.1,5926,Actinomyces,1654,8375,1142750,75,14027,Actinomyces israelii,1659,5926,1159293,8,0
NZ_CP012072.1,7960,Schaalia,2529408,13607,1141474,9119,1027,Schaalia meyeri,52773,7960,1157025,242,0
NZ_CP033459.1,12925,Pseudoprevotella,2884814,12913,1152282,20,12,Pseudoprevotella muciniphila,2133944,12913,1152282,20,12
CAKAFU010000002.1,1707,Alloprevotella,1283313,0,1163520,0,1707,Alloprevotella tannerae,76122,0,1163520,0,1707
NZ_CP032823.1,3095,Aliarcobacter,2321111,3093,1162126,6,2,Aliarcobacter cryaerophilus,28198,3090,1162128,4,5
NZ_CP036550.1,426,Bacteroides,816,5096,1159293,481,357,Bacteroides fragilis,817,413,1164262,539,13
NZ_CP040630.1,5027,Bacteroides,816,5096,1159293,481,357,Bacteroides sp. PHL 2737,2162637,80,1160200,0,4947
NZ_CP102541.1,166,Bifidobacterium,1678,166,1165020,41,0,Bifidobacterium longum,216816,154,1165055,6,12
NZ_CP049272.1,6747,Campylobacter,194,13673,1151468,51,35,Campylobacter concisus,199,6745,1158468,12,2
NZ_CP082871.1,3428,Campylobacter,194,13673,1151468,51,35,Campylobacter hominis,76517,3425,1161798,1,3
NZ_CP012544.1,2778,Campylobacter,194,13673,1151468,51,35,Campylobacter showae,204,2775,1162406,43,3
NZ_CALGPY010000005.1,755,Campylobacter,194,13673,1151468,51,35,uncultured Campylobacter sp.,218934,0,1164472,0,755
NZ_CP022386.1,3386,Capnocytophaga,1016,10388,1154816,21,2,Capnocytophaga gingivalis,1017,3379,1161841,0,7
NZ_CP022384.1,3356,Capnocytophaga,1016,10388,1154816,21,2,Capnocytophaga leadbetteri,327575,3291,1161871,0,65
NZ_CP022379.1,3648,Capnocytophaga,1016,10388,1154816,21,2,Capnocytophaga sputigena,1019,3624,1161575,4,24
ACIL03000013.1,4953,Catonella,43996,0,1160274,0,4953,Catonella morbi,43997,0,1160274,0,4953
NC_001464.1,5513,Pospiviroid,185753,5513,1159714,0,0,Citrus exocortis viroid,12890,5513,1159714,0,0
NZ_CP073092.1,7691,Corynebacterium,1716,32831,1132079,166,151,Corynebacterium tuberculostearicum,38304,7535,1157533,3,156
NZ_CP101133.1,9260,Corynebacterium,1716,32831,1132079,166,151,Corynebacterium pseudotuberculosis,1719,9235,1155960,7,25
NZ_CP100372.1,2113,Corynebacterium,1716,32831,1132079,166,151,Corynebacterium pseudodiphtheriticum,37637,2062,1163103,11,51
NZ_CP063195.1,9290,Corynebacterium,1716,32831,1132079,166,151,Corynebacterium jeikeium,38289,8974,1155936,1,316
NZ_CP100361.1,1876,Corynebacterium,1716,32831,1132079,166,151,Corynebacterium propinquum,43769,1857,1163346,5,19
NZ_CP024931.1,1843,Corynebacterium,1716,32831,1132079,166,151,Corynebacterium striatum,43770,1778,1163377,7,65
NZ_AP027140.1,909,Corynebacterium,1716,32831,1132079,166,151,Corynebacterium ulcerans,65058,754,1164317,1,155
NC_001472.1,25898,Enterovirus,12059,36457,1111704,0,17066,Enterovirus B,138949,12113,1139280,49,13785
MT157224.1,883,Enterovirus,12059,36457,1111704,0,17066,Human rhinovirus sp.,169066,0,1164344,0,883
NC_038311.1,8121,Enterovirus,12059,36457,1111704,0,17066,Rhinovirus A,147711,8121,1157038,68,0
NC_009996.1,6355,Enterovirus,12059,36457,1111704,0,17066,Rhinovirus C,463676,6355,1158872,0,0
OQ842458.1,25898,Enterovirus,12059,36457,1111704,0,17066,Enterovirus B,138949,12113,1139280,49,13785
NC_038307.1,25898,Enterovirus,12059,36457,1111704,0,17066,Enterovirus B,138949,12113,1139280,49,13785
OQ842451.1,25898,Enterovirus,12059,36457,1111704,0,17066,Enterovirus B,138949,12113,1139280,49,13785
OQ919261.1,25898,Enterovirus,12059,36457,1111704,0,17066,Enterovirus B,138949,12113,1139280,49,13785
OQ842410.1,5423,Enterovirus,12059,36457,1111704,0,17066,Enterovirus A,138948,1056,1158910,894,4367
NC_038308.1,5765,Enterovirus,12059,36457,1111704,0,17066,Enterovirus D,138951,5765,1159426,36,0
JQ041368.1,25898,Enterovirus,12059,36457,1111704,0,17066,Enterovirus B,138949,12113,1139280,49,13785
EF174468.1,25898,Enterovirus,12059,36457,1111704,0,17066,Enterovirus B,138949,12113,1139280,49,13785
NC_038312.1,1078,Enterovirus,12059,36457,1111704,0,17066,Rhinovirus B,147712,1078,1164149,0,0
