parent_taxid,level,taxid,name,kraken_classifed_reads,NT_rPM
712,1,724,Haemophilus,802230,402865
724,2,735,Haemophilus parahaemolyticus,780487,391946
724,2,727,Haemophilus influenzae,1468,737
724,2,726,Haemophilus haemolyticus,1094,549
724,2,729,Haemophilus parainfluenzae,1025,514
724,2,730,[Haemophilus] ducreyi,45,22
724,1,2609962,unclassified Haemophilus,34,17
2609962,2,712310,Haemophilus sp. oral taxon 036,34,17
724,2,249188,Haemophilus pittmaniae,21,10
724,2,197575,Haemophilus aegyptius,5,2
712,1,75984,Mannheimia,262,131
75984,2,75985,Mannheimia haemolytica,66,33
75984,2,85402,Mannheimia granulomatis,60,30
75984,1,2645054,unclassified Mannheimia,23,11
2645054,2,1432056,Mannheimia sp. USDA-ARS-USMARC-1261,23,11
75984,2,85404,Mannheimia varigena,20,10
75984,2,2679994,Mannheimia ovis,13,6
75984,2,2770636,Mannheimia bovis,11,5
75984,2,111844,Mannheimia pernigra,4,2
712,1,713,Actinobacillus,197,98
713,2,189834,Actinobacillus porcitonsillarum,55,27
713,2,715,Actinobacillus pleuropneumoniae,36,18
713,2,716,Actinobacillus suis,36,18
713,2,51049,Actinobacillus indolicus,18,9
713,2,51161,Actinobacillus delphinicola,14,7
713,1,2644856,unclassified Actinobacillus,10,5
2644856,2,2774188,Actinobacillus sp. GY-402,10,5
713,2,720,Actinobacillus lignieresii,6,3
713,2,718,Actinobacillus equuli,2,1
712,1,416916,Aggregatibacter,126,63
416916,1,2639383,unclassified Aggregatibacter,45,22
2639383,2,2820817,Aggregatibacter sp. 2125159857,24,12
2639383,2,2866570,Aggregatibacter sp. Marseille-P9115,14,7
2639383,2,712150,Aggregatibacter sp. oral taxon 513,6,3
416916,2,714,Aggregatibacter actinomycetemcomitans,31,15
416916,2,732,Aggregatibacter aphrophilus,25,12
416916,2,739,Aggregatibacter segnis,4,2
712,1,745,Pasteurella,75,37
745,2,2827233,Pasteurella atlantica,24,12
745,2,97481,Pasteurella skyensis,12,6
745,2,747,Pasteurella multocida,10,5
745,2,754,Pasteurella dagmatis,8,4
745,2,753,Pasteurella canis,7,3
712,1,2094023,Glaesserella,59,29
2094023,2,738,Glaesserella parasuis,50,25
2094023,1,2629322,unclassified Glaesserella,8,4
2629322,2,2030797,Glaesserella sp. 15-184,8,4
712,1,292486,Avibacterium,58,29
292486,2,728,Avibacterium paragallinarum,30,15
292486,2,762,Avibacterium volantium,10,5
292486,1,2685287,unclassified Avibacterium,6,3
2685287,2,2911526,Avibacterium sp. 20-132,2,1
2685287,2,2911527,Avibacterium sp. 21-595,1,0
712,1,109471,Bisgaardia,42,21
109471,2,109472,Bisgaardia hudsonensis,42,21
712,1,1960084,Rodentibacter,30,15
1960084,2,2778911,Rodentibacter haemolyticus,19,9
1960084,2,1906744,Rodentibacter heylii,11,5
712,1,214906,Histophilus,27,13
214906,2,731,Histophilus somni,27,13
712,1,476528,Bibersteinia,23,11
476528,2,47735,Bibersteinia trehalosi,23,11
712,1,1649317,Frederiksenia,23,11
1649317,2,123824,Frederiksenia canicola,23,11
712,1,1520333,Vespertiliibacter,13,6
1520333,2,1443036,Vespertiliibacter pulmonis,13,6
712,1,1249016,Otariodibacter,12,6
1249016,2,1032623,Otariodibacter oris,12,6
712,1,155493,Gallibacterium,10,5
155493,2,750,Gallibacterium anatis,10,5
712,1,2899790,Mergibacter,10,5
2899790,2,221402,Mergibacter septicus,10,5
712,1,697331,Basfia,9,4
697331,2,653940,Basfia succiniciproducens,2,1
543,1,561,Escherichia,59,29
561,2,562,Escherichia coli,52,26
561,2,208962,Escherichia albertii,3,1
2890311,1,570,Klebsiella,57,28
570,2,573,Klebsiella pneumoniae,23,11
570,2,548,Klebsiella aerogenes,18,9
570,2,244366,Klebsiella variicola,3,1
570,2,1134687,Klebsiella michiganensis,3,1
2890311,1,160674,Raoultella,2,1
543,1,590,Salmonella,48,24
590,2,28901,Salmonella enterica,46,23
543,1,544,Citrobacter,26,13
544,1,1344959,Citrobacter freundii complex,8,4
1344959,2,1639133,Citrobacter portucalensis,3,1
1344959,2,546,Citrobacter freundii,2,1
1344959,2,133448,Citrobacter youngae,2,1
1344959,2,57706,Citrobacter braakii,1,0
544,1,2644389,unclassified Citrobacter,4,2
2644389,2,2742624,Citrobacter sp. RHB25-C09,3,1
2644389,2,2697370,Citrobacter sp. LUTT5,1,0
544,2,67824,Citrobacter farmeri,1,0
544,2,2562449,Citrobacter tructae,1,0
543,1,547,Enterobacter,25,12
547,1,354276,Enterobacter cloacae complex,19,9
354276,2,61645,Enterobacter asburiae,4,2
354276,2,69218,Enterobacter cancerogenus,2,1
354276,2,158836,Enterobacter hormaechei,2,1
354276,2,550,Enterobacter cloacae,1,0
354276,2,208224,Enterobacter kobei,1,0
354276,1,2757714,unclassified Enterobacter cloacae complex,1,0
2757714,2,2027919,Enterobacter cloacae complex sp.,1,0
547,1,2608935,unclassified Enterobacter,3,1
