accession_id,total_reads,genus,genus_taxid,genus_true_positive,genus_true_negative,genus_false_positive,genus_false_negative,species,species_taxid,species_true_positive,species_true_negative,species_false_positive,species_false_negative
CP097095.1,795,Actinomyces,1654,212,1045019,8,4420,Actinomyces graevenitzii,55565,0,1048864,0,795
NZ_LT635457.1,102,Actinomyces,1654,212,1045019,8,4420,Actinomyces pacaensis,1852377,102,1049552,5,0
NZ_CP033459.1,4142,Pseudoprevotella,2884814,4139,1045495,22,3,Pseudoprevotella muciniphila,2133944,4139,1045495,22,3
CAKAFU010000002.1,11,Alloprevotella,1283313,0,1049648,0,11,Alloprevotella tannerae,76122,0,1049648,0,11
NZ_CP036550.1,274,Bacteroides,816,264,1049061,324,10,Bacteroides fragilis,817,263,1049372,13,11
NZ_CP102541.1,274,Bifidobacterium,1678,274,1049340,45,0,Bifidobacterium longum,216816,248,1049385,0,26
NZ_CP049272.1,3134,Campylobacter,194,3145,1046471,43,0,Campylobacter concisus,199,3130,1046523,2,4
NZ_CP012544.1,11,Campylobacter,194,3145,1046471,43,0,Campylobacter showae,204,11,1049648,0,0
NZ_CP022386.1,5,Capnocytophaga,1016,12,1049638,9,0,Capnocytophaga gingivalis,1017,5,1049654,0,0
NZ_CP022384.1,7,Capnocytophaga,1016,12,1049638,9,0,Capnocytophaga leadbetteri,327575,7,1049652,0,0
ACIL03000013.1,11729,Catonella,43996,0,1037930,0,11729,Catonella morbi,43997,0,1037930,0,11729
NC_001472.1,77,Enterovirus,12059,77,1049582,0,0,Enterovirus B,138949,77,1049582,0,0
NZ_CP018196.1,978,Fusobacterium,848,8088,1041332,91,148,Fusobacterium necrophorum,859,977,1048680,1,1
NZ_CP028101.1,581,Fusobacterium,848,8088,1041332,91,148,Fusobacterium nucleatum,851,553,1049076,2,28
NZ_CP024703.1,2961,Fusobacterium,848,8088,1041332,91,148,Fusobacterium pseudoperiodonticum,2663009,2930,1046693,5,31
NZ_CP083637.1,19369,Gemella,1378,24414,1024989,24,232,Gemella haemolysans,1379,19344,1030290,0,25
NZ_CP031243.1,17854,Haemophilus,724,85513,964017,31,98,Haemophilus haemolyticus,726,17603,1031786,19,251
NZ_AP018768.1,9416,Haemophilus,724,85513,964017,31,98,Haemophilus influenzae,727,9199,1040164,79,217
NZ_CP035368.2,19585,Haemophilus,724,85513,964017,31,98,Haemophilus parainfluenzae,729,19487,1030038,36,98
NZ_CP123447.1,1703,Kingella,32257,40578,1009005,1,75,Kingella negevensis,1522312,1677,1047938,18,26
NC_013203.1,6678,Lancefieldella,2767353,6678,1042981,0,0,Lancefieldella parvula,1382,6678,1042981,0,0
NZ_LR134378.1,16,Lautropia,47670,16,1049643,0,0,Lautropia mirabilis,47671,16,1049643,0,0
NZ_AP019831.1,5,Leptotrichia,32067,23,1049602,34,0,Leptotrichia trevisanii,109328,5,1049654,0,0
NZ_AP019829.2,18,Leptotrichia,32067,23,1049602,34,0,Leptotrichia wadei,157687,18,1049629,12,0
NZ_CP101528.1,60,Micrococcus,1269,59,1049592,7,1,Micrococcus luteus,1270,56,1049594,5,4
NZ_CP053939.1,2259,Neisseria,482,2304,1047310,38,7,Neisseria mucosa,488,2164,1047399,1,95
NZ_CP073114.1,52,Neisseria,482,2304,1047310,38,7,Neisseria subflava,28449,48,1049597,10,4
NZ_CP092048.1,2015,Porphyromonas,836,2001,1047479,153,26,Porphyromonas gingivalis,837,2000,1047569,75,15
NC_019960.1,94,Prevotella,838,21955,1024335,2777,592,Prevotella dentalis,52227,94,1049506,59,0
