accession_id,total_reads,genus,genus_taxid,genus_true_positive,genus_true_negative,genus_false_positive,genus_false_negative,species,species_taxid,species_true_positive,species_true_negative,species_false_positive,species_false_negative
CP097095.1,2975,Actinomyces,1654,8294,1146492,73,14190,Actinomyces graevenitzii,55565,0,1166074,0,2975
NZ_LT635457.1,1753,Actinomyces,1654,8294,1146492,73,14190,Actinomyces pacaensis,1852377,1751,1167252,44,2
NZ_CAKAHJ010000001.1,11509,Actinomyces,1654,8294,1146492,73,14190,uncultured Actinomyces sp.,249061,0,1157540,0,11509
NZ_CP124548.1,5947,Actinomyces,1654,8294,1146492,73,14190,Actinomyces israelii,1659,5943,1163094,8,4
NZ_CP012072.1,7992,Schaalia,2529408,13594,1146601,7759,1095,Schaalia meyeri,52773,7984,1160805,252,8
NZ_CP033459.1,12978,Pseudoprevotella,2884814,12973,1156056,15,5,Pseudoprevotella muciniphila,2133944,12973,1156056,15,5
CAKAFU010000002.1,1711,Alloprevotella,1283313,0,1167338,0,1711,Alloprevotella tannerae,76122,0,1167338,0,1711
NZ_CP032823.1,3108,Aliarcobacter,2321111,3097,1165935,6,11,Aliarcobacter cryaerophilus,28198,3087,1165937,4,21
NZ_CP036550.1,427,Bacteroides,816,5075,1163296,277,401,Bacteroides fragilis,817,412,1168420,202,15
NZ_CP040630.1,5049,Bacteroides,816,5075,1163296,277,401,Bacteroides sp. PHL 2737,2162637,49,1164000,0,5000
NZ_CP102541.1,166,Bifidobacterium,1678,166,1168837,46,0,Bifidobacterium longum,216816,136,1168880,3,30
NZ_CP049272.1,6775,Campylobacter,194,13700,1155263,28,58,Campylobacter concisus,199,6756,1162263,11,19
NZ_CP082871.1,3438,Campylobacter,194,13700,1155263,28,58,Campylobacter hominis,76517,3422,1165611,0,16
NZ_CP012544.1,2785,Campylobacter,194,13700,1155263,28,58,Campylobacter showae,204,2773,1166220,44,12
NZ_CALGPY010000005.1,760,Campylobacter,194,13700,1155263,28,58,uncultured Campylobacter sp.,218934,0,1168289,0,760
NZ_CP022386.1,3394,Capnocytophaga,1016,10419,1158610,10,10,Capnocytophaga gingivalis,1017,3384,1165655,0,10
NZ_CP022384.1,3372,Capnocytophaga,1016,10419,1158610,10,10,Capnocytophaga leadbetteri,327575,3285,1165676,1,87
NZ_CP022379.1,3663,Capnocytophaga,1016,10419,1158610,10,10,Capnocytophaga sputigena,1019,3623,1165386,0,40
ACIL03000013.1,4970,Catonella,43996,0,1164079,0,4970,Catonella morbi,43997,0,1164079,0,4970
NC_001464.1,5304,Pospiviroid,185753,5282,1163745,0,22,Citrus exocortis viroid,12890,5251,1163745,0,53
NZ_CP073092.1,7710,Corynebacterium,1716,32867,1135771,190,221,Corynebacterium tuberculostearicum,38304,7494,1161339,0,216
NZ_CP101133.1,9289,Corynebacterium,1716,32867,1135771,190,221,Corynebacterium pseudotuberculosis,1719,9254,1159758,2,35
NZ_CP100372.1,2118,Corynebacterium,1716,32867,1135771,190,221,Corynebacterium pseudodiphtheriticum,37637,2065,1166930,1,53
NZ_CP063195.1,9327,Corynebacterium,1716,32867,1135771,190,221,Corynebacterium jeikeium,38289,8900,1159717,5,427
NZ_CP100361.1,1884,Corynebacterium,1716,32867,1135771,190,221,Corynebacterium propinquum,43769,1848,1167162,3,36
NZ_CP024931.1,1849,Corynebacterium,1716,32867,1135771,190,221,Corynebacterium striatum,43770,1778,1167197,3,71
NZ_AP027140.1,911,Corynebacterium,1716,32867,1135771,190,221,Corynebacterium ulcerans,65058,690,1168137,1,221
NC_001472.1,25986,Enterovirus,12059,35282,1115332,0,18435,Enterovirus B,138949,11695,1143029,34,14291
MT157224.1,886,Enterovirus,12059,35282,1115332,0,18435,Human rhinovirus sp.,169066,0,1168163,0,886
NC_038311.1,8154,Enterovirus,12059,35282,1115332,0,18435,Rhinovirus A,147711,8154,1160844,51,0
