accession_id,total_reads,genus,genus_taxid,genus_true_positive,genus_true_negative,genus_false_positive,genus_false_negative,species,species_taxid,species_true_positive,species_true_negative,species_false_positive,species_false_negative
NZ_LT635457.1,3503,Actinomyces,1654,6202,1947283,64,32790,Actinomyces pacaensis,1852377,3471,1982792,44,32
NZ_CAKAHJ010000001.1,23001,Actinomyces,1654,6202,1947283,64,32790,uncultured Actinomyces sp.,249061,0,1963338,0,23001
NZ_CP124548.1,11888,Actinomyces,1654,6202,1947283,64,32790,Actinomyces israelii,1659,0,1974451,0,11888
NZ_CP012072.1,15976,Schaalia,2529408,26595,1952737,4247,2760,Schaalia meyeri,52773,15613,1970065,298,363
NZ_CP033459.1,25919,Pseudoprevotella,2884814,25444,1960411,9,475,Pseudoprevotella muciniphila,2133944,25444,1960411,9,475
CAKAFU010000002.1,3421,Alloprevotella,1283313,0,1982918,0,3421,Alloprevotella tannerae,76122,0,1982918,0,3421
NZ_CP032823.1,6213,Aliarcobacter,2321111,5598,1980118,8,615,Aliarcobacter cryaerophilus,28198,5407,1980126,0,806
NZ_CP036550.1,852,Bacteroides,816,9883,1975281,130,1045,Bacteroides fragilis,817,781,1985378,109,71
NZ_CP040630.1,10076,Bacteroides,816,9883,1975281,130,1045,Bacteroides sp. PHL 2737,2162637,23,1976263,0,10053
NZ_CP102541.1,332,Bifidobacterium,1678,329,1985968,39,3,Bifidobacterium longum,216816,139,1986003,4,193
NZ_CP049272.1,13544,Campylobacter,194,25204,1958815,21,2299,Campylobacter concisus,199,13027,1972781,14,517
NZ_CP082871.1,6872,Campylobacter,194,25204,1958815,21,2299,Campylobacter hominis,76517,5730,1979465,2,1142
NZ_CP012544.1,5567,Campylobacter,194,25204,1958815,21,2299,Campylobacter showae,204,5269,1980726,46,298
NZ_CALGPY010000005.1,1520,Campylobacter,194,25204,1958815,21,2299,uncultured Campylobacter sp.,218934,0,1984819,0,1520
NZ_CP022386.1,6783,Capnocytophaga,1016,20326,1965501,4,508,Capnocytophaga gingivalis,1017,6411,1979552,4,372
NZ_CP022384.1,6731,Capnocytophaga,1016,20326,1965501,4,508,Capnocytophaga leadbetteri,327575,5129,1979606,2,1602
NZ_CP022379.1,7320,Capnocytophaga,1016,20326,1965501,4,508,Capnocytophaga sputigena,1019,6300,1979010,9,1020
ACIL03000013.1,9916,Catonella,43996,0,1976423,0,9916,Catonella morbi,43997,0,1976423,0,9916
NC_001464.1,11068,Pospiviroid,185753,10952,1975271,0,116,Citrus exocortis viroid,12890,9632,1975271,0,1436
NZ_CP073092.1,15408,Corynebacterium,1716,61804,1919990,247,4298,Corynebacterium tuberculostearicum,38304,11226,1970926,5,4182
NZ_CP101133.1,18557,Corynebacterium,1716,61804,1919990,247,4298,Corynebacterium pseudotuberculosis,1719,18109,1967773,9,448
NZ_CP100372.1,4234,Corynebacterium,1716,61804,1919990,247,4298,Corynebacterium pseudodiphtheriticum,37637,2900,1981975,130,1334
NZ_CP063195.1,18630,Corynebacterium,1716,61804,1919990,247,4298,Corynebacterium jeikeium,38289,17156,1967698,11,1474
