accession_id,total_reads,genus,genus_taxid,genus_accuracy,genus_sensitivity,genus_specificity,genus_true_positive,genus_true_negative,genus_false_positive,genus_false_negative,species,species_taxid,species_accuracy,species_sensitivity,species_specificity,species_true_positive,species_true_negative,species_false_positive,species_false_negative
NZ_CP040121.1,83974,Duncaniella,2518495,0.9987149523931194,0.9694786481529998,0.9999989540082664,81411,1912059,2,2563,Duncaniella sp. B8,2576606,0.9581605532969111,0.005489794460190059,1.0,461,1912061,0,83513
NZ_CP039381.1,24724,Ruminococcus,1263,0.9996337739568695,0.9704335867982528,1.0,23993,1971311,0,731,Ruminococcus bovis,2564099,0.9996257580653646,0.9697864423232486,1.0,23977,1971311,0,747
NZ_AP019846.1,33482,Leptotrichia,32067,0.9979764883882296,0.8793978854309779,0.9999994904596207,29444,1962552,1,4038,Leptotrichia hongkongensis,554406,0.9949209307452024,0.6972104414312168,1.0,23344,1962553,0,10138
NZ_CP028415.1,7068,Streptococcus,1301,0.9998717457359214,0.9828805885681947,0.9999321255707109,6947,1988832,135,121,Streptococcus mitis,28037,0.9989388963620377,0.7028862478777589,0.9999909500760947,4968,1988949,18,2100
NZ_CP097775.1,27188,Paenibacillus,44249,0.9998787596409883,0.9916875091952332,0.9999918734162685,26962,1968831,16,226,Paenibacillus polymyxa,1406,0.9967164904423018,0.758974547594527,0.9999994920885168,20635,1968846,1,6553
NZ_CP027235.1,12223,Haemophilus,724,0.9997890818547771,0.9657203632496114,0.9999989918399526,11804,1983810,2,419,Haemophilus sp. oral taxon 036,712310,0.997873283785104,0.6527039188415282,1.0,7978,1983812,0,4245
NZ_CP073804.1,42385,Macrococcus,69965,0.9994158419065798,0.9725138610357438,0.9999994881375887,41220,1953649,1,1165,Macrococcus canis,1855823,0.9978918205342091,0.90071959419606,1.0,38177,1953650,0,4208
NZ_CP050497.1,15999,Treponema,157,0.9998802626206454,0.9854990936933559,0.9999964647107427,15767,1980029,7,232,Treponema vincentii,69710,0.995067721758386,0.3846490405650353,1.0,6154,1980036,0,9845
NZ_CP016839.1,55311,Brochothrix,2755,0.9992455042121005,0.9727721429733688,1.0,53805,1940724,0,1506,Brochothrix thermosphacta,2756,0.9992455042121005,0.9727721429733688,1.0,53805,1940724,0,1506
NZ_CP012117.1,66902,Dermabacter,36739,0.9988487175826075,0.9656661983199306,0.9999994816324225,64605,1929132,1,2297,Dermabacter vaginalis,1630135,0.9969990506178499,0.9104810020627186,0.9999994816324225,60913,1929132,1,5989
NZ_CP068103.1,10271,Peptoniphilus,162289,0.9992670469205199,0.857560120728264,1.0,8808,1985764,0,1463,Peptoniphilus harei,54005,0.9991407966293177,0.8330250219063382,1.0,8556,1985764,0,1715
NZ_CP085964.1,47052,Campylobacter,194,0.9995185455164864,0.979703306979512,0.999996921471352,46097,1948977,6,955,Campylobacter curvus,200,0.9993046214119492,0.9705007226047777,1.0,45664,1948983,0,1388
NZ_CP072246.1,28786,Phocaeicola,909656,0.9980406155202689,0.8643437782255263,0.999996950055636,24881,1967243,6,3905,Phocaeicola dorei,357276,0.994776644698114,0.6378795247689849,0.9999989833518786,18362,1967247,2,10424
NZ_CP034465.1,22939,Jeotgalibaca,1470540,0.9995145375707339,0.9577575308426697,1.0,21970,1973096,0,969,Jeotgalibaca ciconiae,2496265,0.999267547913739,0.9362657482889403,1.0,21477,1973096,0,1462
NZ_CP029066.1,5600,Enterococcus,1350,0.9999018053290649,0.9721428571428572,0.9999799038903556,5444,1990395,40,156,Enterococcus mundtii,53346,0.9998667358037309,0.9525,1.0,5334,1990435,0,266
NZ_CP019668.1,28138,Burkholderia,32008,0.9995305693537438,0.9673040017058782,0.9999913613364927,27218,1967880,17,920,Burkholderia cenocepacia,95486,0.9916294052959993,0.4062477788044637,0.9999994918433232,11431,1967896,1,16707
NZ_CP015348.1,19386,Sporosarcina,1569,0.9998827675867407,0.9884452697823172,0.9999949409328617,19162,1976639,10,224,Sporosarcina ureae,1571,0.9998542109732544,0.9850923346745074,0.9999989881865723,19097,1976647,2,289
NZ_CP028105.1,12662,Fusobacterium,848,0.9994654402352664,0.916758805875849,0.9999934455092411,11608,1983360,13,1054,Fusobacterium ulcerans,861,0.9993517147745405,0.8978834307376402,0.9999994958084032,11369,1983372,1,1293
NZ_AP019735.1,21987,Alistipes,239759,0.9996447958076887,0.9679355983080912,0.9999979737068196,21282,1974044,4,705,Alistipes communis,2585118,0.9994283667370563,0.9481056988220312,1.0,20846,1974048,0,1141
NC_001422.1,51180,Sinsheimervirus,1910954,0.974359167048674,0.0,1.0,0,1944855,0,51180,Sinsheimervirus phiX174,10847,0.974359167048674,0.0,1.0,0,1944855,0,51180
NZ_CP026734.1,7595,Brevibacterium,1696,0.9999443897526847,0.9860434496379197,0.9999974854659934,7489,1988435,5,106,Brevibacterium linens,1703,0.9989769718466861,0.7311389071757736,1.0,5553,1988440,0,2042
NZ_CP040348.1,78632,Collinsella,102106,0.9990896953209738,0.976905076813511,0.9999994784612312,76816,1917402,1,1816,Collinsella aerofaciens,74426,0.9989879936975053,0.9743234306643606,0.9999994784612312,76613,1917402,1,2019
NC_012756.1,11028,unclassified Caudoviricetes genus,,0.9833800509510103,0.0,1.0,0,1962861,0,33174,Streptococcus phage PH10,644007,0.9995265614079913,0.9143090315560392,1.0,10083,1985007,0,945
NZ_CP036259.1,6575,Sporomusa,2375,0.9999654314678851,0.9895057034220532,1.0,6506,1989460,0,69,Sporomusa termitida,2377,0.9999654314678851,0.9895057034220532,1.0,6506,1989460,0,69
NZ_CP008849.1,22118,Alteromonas,226,0.999885272552836,0.9896916538565874,0.9999994933930859,21890,1973916,1,228,Alteromonas australica,589873,0.9932831839121058,0.39384211954064563,1.0,8711,1973917,0,13407
NZ_CP046313.1,84085,Gemella,1378,0.9967575718862646,0.9230421597193317,0.9999994769737702,77614,1911949,1,6471,Gemella sanguinis,84135,0.9957961658988945,0.9002081227329488,1.0,75694,1911950,0,8391
NZ_CP126474.1,7768,Bacillus,1386,0.9996137342281072,0.9114315139031925,0.9999582551035651,7080,1988184,83,688,Bacillus thuringiensis,1428,0.996540641822413,0.11122554067971163,0.9999994970494406,864,1988266,1,6904
NZ_CP047311.1,45734,Pseudomonas,286,0.9996688434822034,0.9861809594612323,0.999985130500369,45102,1950272,29,632,Pseudomonas putida,303,0.9797583709704489,0.11658722176061573,0.9999994872586334,5332,1950300,1,40402
NZ_CP014150.1,14829,Paeniclostridium,1849828,0.9991753651614326,0.8891361521343314,0.9999989905138588,13185,1981204,2,1644,Paeniclostridium sordellii,1505,0.9991753651614326,0.8891361521343314,0.9999989905138588,13185,1981204,2,1644
NZ_CP020566.1,11761,Veillonella,29465,0.9999173361188556,0.9863957146501148,0.9999974801867081,11601,1984269,5,160,Veillonella atypica,39777,0.999681869305899,0.946007992517643,1.0,11126,1984274,0,635
NZ_CP072042.1,209220,Akkermansia,239934,0.9992445022256624,0.9928018353885861,0.9999988806899427,207714,1786813,2,1506,Akkermansia muciniphila,239935,0.9988417036775408,0.9889589905362776,0.9999988806899427,206910,1786813,2,2310
NZ_CP084018.1,26800,Megamonas,158846,0.9993081283644826,0.9484701492537313,1.0,25419,1969235,0,1381,Megamonas funiformis,437897,0.9991683512563657,0.9380597014925374,1.0,25140,1969235,0,1660
NZ_CP072373.1,3869,Prevotella,838,0.9999253520103606,0.9666580511760144,0.9999899606759678,3740,1992146,20,129,Prevotella denticola,28129,0.9997189428041091,0.8550012923235978,1.0,3308,1992166,0,561
NZ_CP050134.2,53694,Corynebacterium,1716,0.9997820679497103,0.9926621223972883,0.9999788914510892,53300,1942300,41,394,Corynebacterium matruchotii,43768,0.999771046098891,0.9915074309978769,0.9999994851573436,53238,1942340,1,456
NZ_CP046246.1,48879,Tetragenococcus,51668,0.9991367886835651,0.9647906053724503,0.9999989728609315,47158,1947154,2,1721,Tetragenococcus halophilus,51669,0.9984544359192098,0.9368849608216208,1.0,45794,1947156,0,3085
NZ_CP040235.1,11626,Bifidobacterium,1678,0.9999463937255609,0.9911405470497161,0.9999979842865054,11523,1984405,4,103,Bifidobacterium longum,216816,0.9982049412961196,0.6918974711852743,0.9999994960716264,8044,1984408,1,3582
NZ_CP040915.1,86054,Georgenia,154116,0.998526077949535,0.9658237850651916,0.9999994764345823,83113,1909980,1,2941,Georgenia yuyongxinii,2589797,0.9984809885598198,0.9647663095265764,1.0,83022,1909981,0,3032
NZ_CP120209.1,28067,Chryseobacterium,59732,0.9925241791852347,0.46859300958420924,0.999996443031594,13152,1967961,7,14915,Chryseobacterium indologenes,253,0.9863073543299592,0.026222966473082268,1.0,736,1967968,0,27331
NZ_CP068112.1,75870,Mobiluncus,2050,0.9994464024929423,0.9854356135494926,1.0,74765,1920165,0,1105,Mobiluncus curtisii,2051,0.9994464024929423,0.9854356135494926,1.0,74765,1920165,0,1105
NZ_CP017042.1,10768,Selenomonas,970,0.9999644294814469,0.9935921248142645,0.999998992578832,10699,1985265,2,69,Selenomonas sp. oral taxon 920,1884263,0.9998081195971013,0.9644316493313522,1.0,10385,1985267,0,383
NZ_CP040004.1,34110,Candidatus Nanosynbacter,2093823,0.9998216464140158,0.9895631779536793,1.0,33754,1961925,0,356,Candidatus Nanosynbacter featherlites,2572088,0.9996362789229648,0.9787159190853122,1.0,33384,1961925,0,726
NZ_CP012069.2,5068,Olsenella,133925,0.9999814632508949,0.9926992896606156,1.0,5031,1990967,0,37,Olsenella sp. oral taxon 807,712411,0.9999809622576759,0.9925019731649566,1.0,5030,1990967,0,38
NZ_CP027228.1,9264,Mogibacterium,86331,0.9999088192341317,0.9803540587219344,1.0,9082,1986771,0,182,Mogibacterium diversum,114527,0.9998471970681877,0.9670768566493955,1.0,8959,1986771,0,305
NZ_CP065995.1,8908,Leuconostoc,1243,0.9999143301595413,0.9808037718904355,1.0,8737,1987127,0,171,Leuconostoc mesenteroides,1245,0.9993922952252842,0.8638302649303996,1.0,7695,1987127,0,1213
NZ_CP022386.1,36484,Capnocytophaga,1016,0.9994975038012861,0.9726729525271351,0.9999969380740792,35487,1959545,6,997,Capnocytophaga gingivalis,1017,0.9989474132467617,0.9424679311479004,0.9999989793580264,34385,1959549,2,2099
NZ_CP032819.1,16799,Butyricimonas,574697,0.9988597394334268,0.8646943270432764,0.9999984842636249,14526,1979233,3,2273,Butyricimonas faecalis,2093856,0.9987745705861871,0.8544556223584737,0.9999994947545416,14354,1979235,1,2445
NC_000866.4,47416,Tequatrovirus,10663,0.9950572009007858,0.7919267757718913,1.0,37550,1948619,0,9866,Tequatrovirus T4,10665,0.9816977157214177,0.2295427703728699,1.0,10884,1948619,0,36532
NZ_CP071986.1,7128,Helicobacter,209,0.9999268549900177,0.9799382716049383,0.9999984916338471,6985,1988904,3,143,Helicobacter pylori,210,0.9998827675867407,0.9671717171717171,1.0,6894,1988907,0,234
NZ_CP033719.1,66317,Propionibacterium,1743,0.9989138467010849,0.9673085332569326,1.0,64149,1929718,0,2168,Propionibacterium acidifaciens,556499,0.9987620457557107,0.9627395690396128,1.0,63846,1929718,0,2471
NZ_CP077403.1,19533,Jonesia,43673,0.9998376781970256,0.9834126862233143,1.0,19209,1976502,0,324,Jonesia denitrificans,43674,0.9998376781970256,0.9834126862233143,1.0,19209,1976502,0,324
NZ_CP126077.1,65068,Virgibacillus,84406,0.9963312266568471,0.8875023052806295,0.9999984463742777,57748,1930964,3,7320,Virgibacillus halodenitrificans,1482,0.9933918994406411,0.7973043585172435,0.9999994821247592,51879,1930966,1,13189
NZ_CP116438.1,14728,Clostridium,1485,0.9992966055204443,0.9061651276480174,0.9999888962185063,13346,1981285,22,1382,Clostridium perfringens,1502,0.9952736299714183,0.35945138511678437,1.0,5294,1981307,0,9434
NZ_AP025575.1,38517,Eggerthella,84111,0.9995536150418204,0.9768933198328011,0.9999994891490143,37627,1957517,1,890,Eggerthella lenta,84112,0.9987174573592147,0.9335618038788067,0.9999994891490143,35958,1957517,1,2559
NZ_CP053988.1,12839,Abiotrophia,46123,0.9998031096649107,0.9694680271049148,0.9999994957634041,12447,1983195,1,392,Abiotrophia defectiva,46125,0.9998031096649107,0.9694680271049148,0.9999994957634041,12447,1983195,1,392
NZ_CP017038.2,75752,Tannerella,195950,0.9995491061028489,0.9881191255676418,1.0,74852,1920283,0,900,Tannerella serpentiformis,712710,0.9995420921977821,0.9879343119653606,1.0,74838,1920283,0,914
NZ_CP029197.1,2410,Streptomyces,1883,0.9998812646070836,0.9605809128630706,0.9999287729638222,2315,1993483,142,95,Streptomyces venezuelae,54571,0.9998266563462064,0.8580912863070539,0.9999979936046147,2068,1993621,4,342
NC_012753.1,22146,unclassified Caudoviricetes genus,,0.9833800509510103,0.0,1.0,0,1962861,0,33174,Streptococcus phage 5093,646413,0.9983266826483503,0.8491826966495079,1.0,18806,1973889,0,3340
NZ_CP012672.1,21479,Sorangium,39643,0.9990781724769355,0.9143349317938452,1.0,19639,1974556,0,1840,Sorangium cellulosum,56,0.9896329473180581,0.036593882396759626,1.0,786,1974556,0,20693
NZ_CP116810.1,25806,Rhodopseudomonas,1073,0.9996758573872703,0.9750058126017205,0.9999989848895737,25161,1970227,2,645,Rhodopseudomonas palustris,1076,0.9996683424889844,0.9743858017515307,0.9999994924447869,25145,1970228,1,661
NZ_CP068102.1,4034,Rothia,32207,0.9999834672237711,0.992563212692117,0.9999984939766596,4004,1991998,3,30,Rothia aeria,172042,0.9999063142680363,0.9536440257808627,1.0,3847,1992001,0,187
