parent_taxid,level,taxid,name,kraken_classifed_reads,NT_rPM
1268,1,32207,Rothia,275693,275720
32207,2,2047,Rothia dentocariosa,271756,271783
32207,2,172042,Rothia aeria,62,62
32207,2,43675,Rothia mucilaginosa,14,14
32207,1,2689056,unclassified Rothia (in: high G+C Gram-positive bacteria),3,3
2689056,2,2810516,Rothia sp. ZJ932,3,3
32207,2,85336,Rothia nasimurium,1,1
32207,2,396015,Rothia terrae,1,1
1268,1,1269,Micrococcus,3758,3758
1269,2,1270,Micrococcus luteus,2551,2551
1269,1,2620948,unclassified Micrococcus,12,12
2620948,2,3101753,Micrococcus sp. HOU1,8,8
2620948,2,1179670,Micrococcus sp. KBS0714,2,2
2620948,2,2995171,Micrococcus sp. SL257,1,1
2620948,2,3142261,Micrococcus sp. 2A,1,1
1269,2,566027,Micrococcus yunnanensis,7,7
1269,2,1273,Micrococcus lylae,2,2
1269,2,2856555,Micrococcus porci,2,2
1268,1,1663,Arthrobacter,3732,3732
1663,2,656366,Arthrobacter alpinus,3721,3721
1663,1,235627,unclassified Arthrobacter,4,4
235627,2,2828862,Arthrobacter sp. Helios,1,1
235627,2,2964610,Arthrobacter sp. zg-Y1171,1,1
235627,2,2831000,Arthrobacter sp. NicSoilC5,1,1
235627,2,2879620,Arthrobacter sp. FW306-05-C,1,1
1268,1,57493,Kocuria,11,11
57493,1,2649579,unclassified Kocuria,11,11
2649579,2,2711328,Kocuria sp. TGY1127_2,11,11
1268,1,1742989,Glutamicibacter,2,2
1742989,2,37930,Glutamicibacter protophormiae,2,2
1268,1,57494,Nesterenkonia,1,1
85019,1,1696,Brevibacterium,4437,4437
1696,2,273384,Brevibacterium aurantiacum,2676,2676
1696,2,2898795,Brevibacterium zhoupengii,10,10
1696,1,2614124,unclassified Brevibacterium,3,3
2614124,2,3020906,Brevibacterium sp. BDJS002,2,2
2614124,2,2575923,Brevibacterium sp. CS2,1,1
1696,2,1496080,Brevibacterium pigmentatum,2,2
1696,2,2697563,Brevibacterium atlanticum,2,2
1696,2,33889,Brevibacterium casei,1,1
1696,2,358099,Brevibacterium oceani,1,1
1696,2,629680,Brevibacterium sandarakinum,1,1
85020,1,36739,Dermabacter,1540,1540
36739,2,1667168,Dermabacter jinjuensis,1201,1201
85020,1,43668,Brachybacterium,1,1
