parent_taxid,level,taxid,name,kraken_classifed_reads,NT_rPM
186828,1,191769,Marinilactibacillus,163922,164496
191769,1,2632303,unclassified Marinilactibacillus,163922,164496
2632303,2,1911586,Marinilactibacillus sp. 15R,163922,164496
186828,1,29393,Dolosigranulum,14,14
29393,2,29394,Dolosigranulum pigrum,14,14
186828,1,2747,Carnobacterium,13,13
2747,2,2751,Carnobacterium maltaromaticum,4,4
2747,2,147709,Carnobacterium inhibens,3,3
2747,2,174587,Carnobacterium viridans,2,2
2747,1,257487,unclassified Carnobacterium,2,2
257487,2,1564681,Carnobacterium sp. CP1,2,2
2747,2,2748,Carnobacterium divergens,1,1
186828,1,1470540,Jeotgalibaca,6,6
1470540,1,2621505,unclassified Jeotgalibaca,4,4
2621505,2,1903686,Jeotgalibaca sp. PTS2502,4,4
1470540,2,1868794,Jeotgalibaca arthritidis,2,2
186828,1,82800,Desemzia,4,4
82800,2,82801,Desemzia incerta,4,4
186828,1,82802,Trichococcus,4,4
82802,2,82803,Trichococcus flocculiformis,2,2
82802,2,2094020,Trichococcus shcherbakoviae,2,2
81852,1,2737,Vagococcus,48389,48558
2737,2,2571750,Vagococcus zengguangii,48300,48469
2737,2,81947,Vagococcus lutrae,4,4
2737,2,2562451,Vagococcus xieshaowenii,1,1
81852,1,1350,Enterococcus,178,178
1350,2,1352,Enterococcus faecium,89,89
1350,2,1351,Enterococcus faecalis,30,30
1350,2,1354,Enterococcus hirae,9,9
1350,2,37734,Enterococcus casseliflavus,7,7
1350,1,2608891,unclassified Enterococcus,7,7
2608891,2,2060307,Enterococcus sp. FDAARGOS_375,6,6
2608891,2,2057791,Enterococcus sp. CR-Ec1,1,1
1350,2,44009,Enterococcus dispar,5,5
1350,2,1353,Enterococcus gallinarum,2,2
1350,2,44008,Enterococcus cecorum,2,2
1350,2,53346,Enterococcus mundtii,1,1
1350,2,357441,Enterococcus lactis,1,1
81852,1,51668,Tetragenococcus,5,5
51668,2,51669,Tetragenococcus halophilus,3,3
51668,2,526944,Tetragenococcus osmophilus,1,1
186827,1,1375,Aerococcus,23256,23337
1375,2,87541,Aerococcus christensenii,23244,23325
1375,2,1377,Aerococcus viridans,9,9
1375,2,51665,Aerococcus urinaeequi,2,2
186827,1,66831,Facklamia,3,3
66831,2,178214,Facklamia hominis,3,3
186827,1,2862144,Ruoffia,1,1
2862144,2,87458,Ruoffia tabacinasalis,1,1
33958,1,1253,Pediococcus,20126,20196
1253,2,1255,Pediococcus pentosaceus,20115,20185
1253,1,1670797,Pediococcus acidilactici group,1,1
1670797,2,1254,Pediococcus acidilactici,1,1
33958,1,1578,Lactobacillus,6,6
1578,2,147802,Lactobacillus iners,4,4
1578,2,2993455,Lactobacillus isalae,1,1
1578,2,33959,Lactobacillus johnsonii,1,1
33958,1,2767887,Ligilactobacillus,2,2
2767887,2,1601,Ligilactobacillus agilis,2,2
33958,1,3118928,Xylocopilactobacillus,1,1
3118928,2,2932184,Xylocopilactobacillus apicola,1,1
33958,1,1243,Leuconostoc,1,1
1243,2,1245,Leuconostoc mesenteroides,1,1
33958,1,2767893,Lentilactobacillus,1,1
2767893,2,1588,Lentilactobacillus hilgardii,1,1
33958,1,2767888,Liquorilactobacillus,1,1
2767888,2,82688,Liquorilactobacillus nagelii,1,1
33958,1,2767886,Levilactobacillus,1,1
2767886,2,2292255,Levilactobacillus suantsaii,1,1
33958,1,2767885,Latilactobacillus,1,1
33958,1,2767884,Lapidilactobacillus,1,1
2767884,2,51664,Lapidilactobacillus dextrinicus,1,1
33958,1,2767842,Lactiplantibacillus,1,1
2767842,2,1590,Lactiplantibacillus plantarum,1,1
33958,1,2759736,Lacticaseibacillus,1,1
