parent_taxid,level,taxid,name,kraken_classifed_reads,NT_rPM
1268,1,32207,Rothia,276324,276338
32207,2,2047,Rothia dentocariosa,275133,275147
32207,2,172042,Rothia aeria,22,22
32207,2,43675,Rothia mucilaginosa,2,2
32207,2,37923,Rothia kristinae,1,1
32207,2,169480,Rothia amarae,1,1
32207,1,2689056,unclassified Rothia (in: high G+C Gram-positive bacteria),1,1
2689056,2,2810516,Rothia sp. ZJ932,1,1
1268,1,1269,Micrococcus,3789,3789
1269,2,1270,Micrococcus luteus,3217,3217
1269,1,2620948,unclassified Micrococcus,11,11
2620948,2,3101753,Micrococcus sp. HOU1,6,6
2620948,2,3142261,Micrococcus sp. 2A,4,4
2620948,2,1179670,Micrococcus sp. KBS0714,1,1
1269,2,566027,Micrococcus yunnanensis,5,5
1269,2,2856555,Micrococcus porci,1,1
1268,1,1663,Arthrobacter,3732,3732
1663,2,656366,Arthrobacter alpinus,3729,3729
85019,1,1696,Brevibacterium,4462,4462
1696,2,273384,Brevibacterium aurantiacum,3276,3276
1696,2,2898795,Brevibacterium zhoupengii,6,6
1696,2,629680,Brevibacterium sandarakinum,3,3
1696,1,2614124,unclassified Brevibacterium,3,3
2614124,2,2777556,Brevibacterium sp. SMBL_HHYL_HB1,3,3
1696,2,1703,Brevibacterium linens,2,2
1696,2,33889,Brevibacterium casei,2,2
85020,1,36739,Dermabacter,1557,1557
36739,2,1667168,Dermabacter jinjuensis,1380,1380
36739,2,1630135,Dermabacter vaginalis,3,3
36739,2,36740,Dermabacter hominis,1,1
85022,1,43673,Jonesia,1389,1389
43673,2,43674,Jonesia denitrificans,1389,1389
145358,1,154116,Georgenia,450,450
154116,2,2589797,Georgenia yuyongxinii,450,450
85023,1,33882,Microbacterium,2,2
33882,2,2782167,Microbacterium luteum,1,1
85023,1,55968,Leucobacter,2,2
55968,2,2873270,Leucobacter tenebrionis,2,2
85023,1,2034,Curtobacterium,1,1
2034,1,257496,unclassified Curtobacterium,1,1
257496,2,2175619,Curtobacterium sp. MCJR17_020,1,1
145357,1,57495,Dermacoccus,2,2
57495,2,1274,Dermacoccus nishinomiyaensis,2,2
145357,1,1535207,Barrientosiimonas,1,1
1535207,2,1535208,Barrientosiimonas endolithica,1,1
85016,1,1707,Cellulomonas,2,2
1707,1,2620175,unclassified Cellulomonas,2,2
2620175,2,2704467,Cellulomonas sp. H30R-01,1,1
2620175,2,2871170,Cellulomonas sp. C5510,1,1
2805426,1,57499,Kytococcus,2,2
57499,2,1276,Kytococcus sedentarius,2,2
2049,1,2767318,Boudabousia,8730,8730
2767318,2,1912795,Boudabousia tangfeifanii,8730,8730
2049,1,76833,Actinobaculum,5085,5085
76833,1,2609299,unclassified Actinobaculum,5085,5085
2609299,2,2495645,Actinobaculum sp. 313,5085,5085
2049,1,2529408,Schaalia,4662,4662
2529408,2,1660,Schaalia odontolytica,4659,4659
2529408,2,181487,Schaalia cardiffensis,1,1
2049,1,1522056,Flaviflexus,3810,3810
1522056,2,2496867,Flaviflexus ciconiae,3807,3807
2049,1,1654,Actinomyces,3234,3234
1654,2,1960083,Actinomyces gaoshouyii,3220,3220
1654,2,544580,Actinomyces oris,2,2
1654,2,2763540,Actinomyces trachealis,1,1
1654,2,1655,Actinomyces naeslundii,1,1
1654,2,2744574,Actinomyces respiraculi,1,1
1654,1,2609248,unclassified Actinomyces,1,1
2609248,2,712116,Actinomyces sp. oral taxon 169,1,1
1654,2,111015,Actinomyces radicidentis,1,1
2049,1,2050,Mobiluncus,3166,3166
2050,2,2051,Mobiluncus curtisii,3161,3161
2050,2,3036302,Mobiluncus massiliensis,2,2
2049,1,1069494,Trueperella,2046,2046
1069494,2,1661,Trueperella pyogenes,2043,2043
31957,1,2801844,Arachnia,11290,11290
2801844,2,1750,Arachnia propionica,11281,11281
31957,1,1912216,Cutibacterium,3851,3851
1912216,2,33010,Cutibacterium avidum,3831,3831
31957,1,1912215,Acidipropionibacterium,3458,3458
1912215,2,1748,Acidipropionibacterium acidipropionici,3423,3423
31957,1,1743,Propionibacterium,1223,1223
1743,2,556499,Propionibacterium acidifaciens,1223,1223
85015,1,1839,Nocardioides,1,1
1839,2,1774216,Nocardioides rotundus,1,1
31953,1,1678,Bifidobacterium,10305,10305
1678,2,216816,Bifidobacterium longum,9460,9460
1678,2,1685,Bifidobacterium breve,14,14
1678,1,2608897,unclassified Bifidobacterium,1,1
1678,2,1683,Bifidobacterium angulatum,1,1
1678,2,762210,Bifidobacterium saguini,1,1
1678,2,28026,Bifidobacterium pseudocatenulatum,1,1
1678,2,77635,Bifidobacterium subtile,1,1
31953,1,2701,Gardnerella,1568,1568
2701,2,2702,Gardnerella vaginalis,1543,1543
2062,1,1883,Streptomyces,5645,5645
1883,2,54571,Streptomyces venezuelae,5501,5501
1883,1,2593676,unclassified Streptomyces,22,22
2593676,2,2903672,Streptomyces sp. NBC_00696,2,2
2593676,2,2967224,Streptomyces sp. SJL17-4,2,2
2593676,2,2135430,Streptomyces sp. P3,1,1
2593676,2,2975777,Streptomyces sp. NBC_00562,1,1
2593676,2,2855836,Streptomyces sp. WY228,1,1
2593676,2,2903641,Streptomyces sp. NBC_00250,1,1
2593676,2,2975725,Streptomyces sp. NBC_00358,1,1
2593676,2,2684469,Streptomyces sp. SCUT-3,1,1
2593676,2,2975714,Streptomyces sp. NBC_00335,1,1
2593676,2,2903671,Streptomyces sp. NBC_00691,1,1
2593676,2,2903798,Streptomyces sp. NBC_01255,1,1
2593676,2,2903814,Streptomyces sp. NBC_01288,1,1
2593676,2,2903835,Streptomyces sp. NBC_01353,1,1
2593676,2,3129111,Streptomyces sp. TG1A-60,1,1
1883,2,68192,Streptomyces cyaneogriseus,3,3
1883,1,629295,Streptomyces griseus group,2,2
629295,1,1482596,Streptomyces griseus subgroup,1,1
1482596,2,1911,Streptomyces griseus,1,1
1883,2,68286,Streptomyces zaomyceticus,2,2
1883,2,1690221,Streptomyces spongiicola,1,1
1883,1,2838332,Streptomyces phaeochromogenes group,1,1
2838332,2,1923,Streptomyces phaeochromogenes,1,1
1883,2,1355015,Streptomyces pluripotens,1,1
1883,2,285557,Streptomyces caniferus,1,1
1883,2,1915,Streptomyces lincolnensis,1,1
1883,2,2014920,Streptomyces capitiformicae,1,1
