accession_id,total_reads,genus,genus_taxid,genus_true_positive,genus_true_negative,genus_false_positive,genus_false_negative,species,species_taxid,species_true_positive,species_true_negative,species_false_positive,species_false_negative
NZ_CP054494.1,7467,Flavobacterium,237,7466,989016,9,1,Flavobacterium columnare,996,7342,989025,0,125
NZ_CP012672.1,14196,Sorangium,39643,14194,982296,0,2,Sorangium cellulosum,56,4122,982296,0,10074
NZ_CP029033.1,6118,Actinobaculum,76833,6116,990374,0,2,Actinobaculum sp. 313,2495645,6116,990374,0,2
NZ_CP032819.1,4002,Butyricimonas,574697,3579,992489,1,423,Butyricimonas faecalis,2093856,3575,992490,0,427
NZ_CP027228.1,15936,Mogibacterium,86331,15916,980556,0,20,Mogibacterium diversum,114527,15904,980556,0,32
NZ_CP040915.1,51396,Georgenia,154116,51396,945096,0,0,Georgenia yuyongxinii,2589797,51393,945096,0,3
NZ_CP066811.1,4196,Peptacetobacter,2743582,4179,992296,0,17,Peptacetobacter hiranonis,89152,4179,992296,0,17
NZ_CP116810.1,49994,Rhodopseudomonas,1073,49988,946498,0,6,Rhodopseudomonas palustris,1076,49982,946498,0,12
NZ_CP017761.1,31778,Marinilactibacillus,191769,31523,964714,0,255,Marinilactibacillus sp. 15R,1911586,31523,964714,0,255
NZ_CP050497.1,37292,Treponema,157,37292,959200,0,0,Treponema vincentii,69710,30990,959200,0,6302
NZ_CP015348.1,28287,Sporosarcina,1569,28284,968205,0,3,Sporosarcina ureae,1571,28242,968205,0,45
NZ_CP027286.1,17551,Clostridium,1485,17551,978931,10,0,Clostridium chauvoei,46867,17488,978940,1,63
NZ_CP045696.1,5923,Sodaliphilus,2815786,5876,990566,3,47,Sodaliphilus pleomorphus,2606626,5876,990566,3,47
NZ_CP046313.1,7742,Gemella,1378,7728,988749,1,14,Gemella sanguinis,84135,7716,988749,1,26
NZ_CP033459.1,11089,Pseudoprevotella,2884814,11086,985403,0,3,Pseudoprevotella muciniphila,2133944,11086,985403,0,3
NZ_CP050134.2,10227,Corynebacterium,1716,10227,986249,16,0,Corynebacterium matruchotii,43768,10227,986265,0,0
NZ_CP117966.1,15195,Roseburia,841,14709,981293,4,486,Roseburia hominis,301301,14683,981295,2,512
NZ_CP017042.1,10457,Selenomonas,970,10457,986035,0,0,Selenomonas sp. oral taxon 920,1884263,10435,986035,0,22
NZ_AP025575.1,9548,Eggerthella,84111,9535,986944,0,13,Eggerthella lenta,84112,9514,986944,0,34
NZ_CP039712.1,4237,Vagococcus,2737,4234,992255,0,3,Vagococcus zengguangii,2571750,4228,992255,0,9
NZ_CP013334.1,6531,Fusobacterium,848,6531,989961,0,0,Fusobacterium hwasookii,1583098,5805,989961,0,726
NZ_CP040235.1,25927,Bifidobacterium,1678,25898,970564,1,29,Bifidobacterium longum,216816,24628,970565,0,1299
NZ_CP012196.1,5978,Campylobacter,194,5978,990513,1,0,Campylobacter gracilis,824,5978,990514,0,0
NZ_CP017038.2,13622,Tannerella,195950,13622,982870,0,0,Tannerella serpentiformis,712710,13622,982870,0,0
NZ_CP071986.1,3881,Helicobacter,209,3881,992611,0,0,Helicobacter pylori,210,3881,992611,0,0
NZ_CP026548.1,23117,Faecalibacterium,216851,22793,973367,8,324,Faecalibacterium prausnitzii,853,22459,973372,3,658
NZ_CP066560.1,16973,Histophilus,214906,16427,979519,0,546,Histophilus somni,731,16427,979519,0,546
NZ_CP118095.1,2197,Aerococcus,1375,2170,994292,3,27,Aerococcus christensenii,87541,2170,994295,0,27
NC_012756.1,7670,Undefined genus in Caudoviricetes,2731619,7669,988822,0,1,Streptococcus phage PH10,644007,7669,988822,0,1
NZ_CP040004.1,12858,Candidatus Nanosynbacter,2093823,12857,983634,0,1,Candidatus Nanosynbacter featherlites,2572088,12818,983634,0,40
NZ_CP013476.1,25054,Turicibacter,191303,24927,971437,1,127,Turicibacter sp. H121,1712675,13073,971438,0,11981
NZ_CP054018.1,10021,Rothia,32207,10000,986470,1,21,Rothia dentocariosa,2047,9968,986471,0,53
NZ_CP033719.1,1829,Propionibacterium,1743,1829,994663,0,0,Propionibacterium acidifaciens,556499,1829,994663,0,0
NZ_CP020566.1,30124,Veillonella,29465,30107,966368,0,17,Veillonella atypica,39777,30081,966368,0,43
NZ_CP073804.1,13007,Macrococcoides,3076173,12834,983485,0,173,Macrococcoides canis,1855823,12805,983485,0,202
NZ_AP019735.1,20539,Alistipes,239759,20065,975943,10,474,Alistipes communis,2585118,20045,975953,0,494
NZ_CP019668.1,19243,Burkholderia,32008,19231,977247,2,12,Burkholderia cenocepacia,95486,14406,977249,0,4837
NZ_CP012069.2,13600,Olsenella,133925,13600,982892,0,0,Olsenella sp. oral taxon 807,712411,13600,982892,0,0
NZ_CP072246.1,3559,Phocaeicola,909656,3216,992922,11,343,Phocaeicola dorei,357276,3084,992928,5,475
NZ_CP120209.1,26647,Chryseobacterium,59732,26445,969845,0,202,Chryseobacterium indologenes,253,26168,969845,0,479
NZ_CP016839.1,53774,Brochothrix,2755,53767,942718,0,7,Brochothrix thermosphacta,2756,53767,942718,0,7
NZ_CP068103.1,2819,Peptoniphilus,162289,2703,993673,0,116,Peptoniphilus harei,54005,2701,993673,0,118
NZ_CP029197.1,162951,Streptomyces,1883,162310,833531,10,641,Streptomyces venezuelae,54571,160425,833541,0,2526
NZ_CP023482.1,6420,Dermabacter,36739,6258,990072,0,162,Dermabacter jinjuensis,1667168,5769,990072,0,651
NZ_CP098491.1,71225,Bacillus,1386,70965,925262,5,260,Bacillus subtilis,1423,12604,925266,1,58621
NZ_CP077403.1,36462,Jonesia,43673,36458,960030,0,4,Jonesia denitrificans,43674,36458,960030,0,4
NZ_CP008852.1,5040,Pelosinus,365348,5040,991452,0,0,Pelosinus sp. UFO1,484770,5040,991452,0,0
NZ_CP036259.1,19368,Sporomusa,2375,19368,977124,0,0,Sporomusa termitida,2377,19368,977124,0,0
NZ_AP019829.2,5120,Leptotrichia,32067,5119,991372,0,1,Leptotrichia wadei,157687,5079,991372,0,41
NZ_CP025330.1,8305,Brevibacterium,1696,8118,988186,1,187,Brevibacterium aurantiacum,273384,6778,988187,0,1527
