parent_taxid,level,taxid,name,kraken_classifed_reads,NT_rPM
1300,1,1301,Streptococcus,233767,234595
1301,2,1335,Streptococcus equinus,41946,42094
1301,2,1313,Streptococcus pneumoniae,33494,33612
1301,2,2382163,Streptococcus koreensis,31104,31214
1301,1,2608887,unclassified Streptococcus,27433,27530
2608887,2,2598453,Streptococcus sp. 116-D4,16266,16323
2608887,2,2610896,Streptococcus sp. LPB0220,5819,5839
2608887,2,1839799,Streptococcus sp. FDAARGOS_192,2457,2465
2608887,2,712633,Streptococcus sp. oral taxon 431,1753,1759
2608887,2,1759399,Streptococcus sp. A12,215,215
2608887,2,2763068,Streptococcus sp. NSJ-72,129,129
2608887,2,3077723,Streptococcus sp. DTU_2020_1000888_1_SI_GRL_NUU_041A,59,59
2608887,2,3077584,Streptococcus sp. DTU_2020_1001019_1_SI_AUS_MUR_006,58,58
2608887,2,3098075,Streptococcus sp. S1,43,43
2608887,2,712623,Streptococcus sp. oral taxon 061,32,32
2608887,2,712624,Streptococcus sp. oral taxon 064,28,28
2608887,2,2972784,Streptococcus sp. Marseille-Q6470,26,26
2608887,2,3098076,Streptococcus sp. S5,23,23
2608887,2,1902136,Streptococcus sp. NPS 308,20,20
2608887,2,2759692,Streptococcus sp. Marseille-Q3533,18,18
2608887,2,2993430,Streptococcus sp. SP4011,18,18
2608887,2,2975349,Streptococcus sp. FSL W8-0197,15,15
2608887,2,3038077,Streptococcus sp. D7B5,14,14
2608887,2,2975324,Streptococcus sp. FSL R7-0248,10,10
2608887,2,2954513,Streptococcus sp. FSL K6-1323,9,9
2608887,2,2954545,Streptococcus sp. FSL W7-1342,9,9
2608887,2,2664091,Streptococcus sp. zg-86,8,8
2608887,2,2576376,Streptococcus sp. 1643,7,7
2608887,2,3028082,Streptococcus sp. 29896,6,6
2608887,2,2598457,Streptococcus sp. KS 6,4,4
2608887,2,3020829,Streptococcus sp. HN38,3,3
2608887,2,3028083,Streptococcus sp. 29892,2,2
2608887,2,3028084,Streptococcus sp. 29887,2,2
2608887,2,1940319,Streptococcus sp. DAT741,1,1
2608887,2,1319,Streptococcus sp. 'group B',1,1
1301,2,1303,Streptococcus oralis,24873,24961
1301,2,45634,Streptococcus cristatus,17381,17442
1301,2,1433513,Streptococcus gwangjuense,14579,14630
1301,2,1304,Streptococcus salivarius,13477,13524
1301,2,1305,Streptococcus sanguinis,5953,5974
1301,2,28037,Streptococcus mitis,5253,5271
1301,2,1302,Streptococcus gordonii,3243,3254
1301,2,1156431,Streptococcus ilei,338,339
1301,1,671232,Streptococcus anginosus group,266,266
671232,2,1338,Streptococcus intermedius,122,122
671232,2,1328,Streptococcus anginosus,89,89
671232,2,76860,Streptococcus constellatus,44,44
1301,2,113107,Streptococcus australis,238,238
1301,2,1308,Streptococcus thermophilus,226,226
1301,2,1234680,Streptococcus rubneri,226,226
1301,2,1318,Streptococcus parasanguinis,174,174
1301,2,1307,Streptococcus suis,115,115
1301,2,1314,Streptococcus pyogenes,101,101
1301,2,684066,Streptococcus lactarius,71,71
1301,2,1343,Streptococcus vestibularis,67,67
1301,2,1311,Streptococcus agalactiae,65,65
1301,1,119603,Streptococcus dysgalactiae group,61,61
119603,2,1334,Streptococcus dysgalactiae,37,37
119603,2,1336,Streptococcus equi,23,23
1301,2,68892,Streptococcus infantis,44,44
1301,2,2021971,Streptococcus respiraculi,32,32
1301,2,2819619,Streptococcus toyakuensis,30,30
1301,2,82348,Streptococcus pluranimalium,28,28
1301,2,2686210,Streptococcus ruminicola,24,24
1301,2,257758,Streptococcus pseudopneumoniae,23,23
1301,2,1329,Streptococcus canis,17,17
1301,2,1888195,Streptococcus himalayensis,17,17
1301,2,361101,Streptococcus pseudoporcinus,17,17
1301,2,29389,Streptococcus alactolyticus,16,16
1301,2,1501662,Streptococcus parasuis,16,16
1301,2,1309,Streptococcus mutans,14,14
1301,2,33040,Streptococcus milleri,13,13
1301,2,1310,Streptococcus sobrinus,13,13
1301,2,254785,Streptococcus halichoeri,13,13
1301,2,149016,Streptococcus urinalis,13,13
1301,2,2781599,Streptococcus oriscaviae,12,12
1301,2,1341,Streptococcus ratti,12,12
1301,2,150055,Streptococcus lutetiensis,11,11
1301,2,1349,Streptococcus uberis,11,11
1301,2,1811193,Streptococcus pantholopis,11,11
1301,2,1346,Streptococcus iniae,11,11
1301,2,315405,Streptococcus gallolyticus,11,11
1301,2,400065,Streptococcus merionis,10,10
1301,2,2490633,Streptococcus periodonticum,10,10
1301,2,1814128,Streptococcus halotolerans,9,9
1301,2,1340,Streptococcus porcinus,8,8
1301,2,102886,Streptococcus didelphis,8,8
1301,2,1326,Streptococcus acidominimus,8,8
1301,2,1111760,Streptococcus troglodytae,7,7
1301,2,1345,Streptococcus ferus,7,7
1301,2,1348,Streptococcus parauberis,7,7
1301,2,1825069,Streptococcus marmotae,7,7
1301,2,2173853,Streptococcus chenjunshii,7,7
1301,2,102684,Streptococcus infantarius,3,3
1301,2,197614,Streptococcus pasteurianus,2,2
1301,2,1917441,Streptococcus ruminantium,2,2
1301,2,78535,Streptococcus viridans,1,1
1301,2,59310,Streptococcus macedonicus,1,1
81852,1,1350,Enterococcus,136,136
1350,2,1352,Enterococcus faecium,43,43
1350,2,1351,Enterococcus faecalis,40,40
1350,2,1354,Enterococcus hirae,14,14
1350,2,44009,Enterococcus dispar,4,4
1350,2,71452,Enterococcus raffinosus,1,1
1350,1,2608891,unclassified Enterococcus,1,1
2608891,2,3050383,Enterococcus sp. FZMF,1,1
1350,2,1805431,Enterococcus saigonensis,1,1
1350,2,53346,Enterococcus mundtii,1,1
81852,1,2737,Vagococcus,3,3
2737,2,81947,Vagococcus lutrae,2,2
2737,2,2738,Vagococcus fluvialis,1,1
186828,1,29393,Dolosigranulum,15,15
29393,2,29394,Dolosigranulum pigrum,15,15
186828,1,117563,Granulicatella,2,2
117563,2,46124,Granulicatella adiacens,2,2
186828,1,2747,Carnobacterium,1,1
2747,2,2751,Carnobacterium maltaromaticum,1,1
33958,1,1578,Lactobacillus,6,6
1578,2,147802,Lactobacillus iners,3,3
1578,2,1587,Lactobacillus helveticus,1,1
33958,1,2742598,Limosilactobacillus,2,2
2742598,2,1598,Limosilactobacillus reuteri,1,1
2742598,2,1632,Limosilactobacillus oris,1,1
33958,1,2767886,Levilactobacillus,2,2
2767886,2,1580,Levilactobacillus brevis,2,2
33958,1,46255,Weissella,1,1
46255,2,1249,Weissella paramesenteroides,1,1
33958,1,2767887,Ligilactobacillus,1,1
2767887,2,1624,Ligilactobacillus salivarius,1,1
186827,1,46123,Abiotrophia,6,6
46123,2,46125,Abiotrophia defectiva,6,6
186827,1,1375,Aerococcus,2,2
1375,2,51665,Aerococcus urinaeequi,2,2
186827,1,66831,Facklamia,1,1
66831,2,178214,Facklamia hominis,1,1
186827,1,2689587,Suicoccus,1,1
2689587,2,2036206,Suicoccus acidiformans,1,1
539738,1,1378,Gemella,71316,71568
1378,2,1379,Gemella haemolysans,31473,31584
1378,2,84135,Gemella sanguinis,26950,27045
1378,2,29391,Gemella morbillorum,12776,12821
1378,1,2624949,unclassified Gemella,12,12
2624949,2,1785995,Gemella sp. oral taxon 928,11,11
2624949,2,2840371,Gemella sp. zg-570,1,1
90964,1,1279,Staphylococcus,45,45
1279,2,1280,Staphylococcus aureus,27,27
1279,1,2815305,Staphylococcus intermedius group,7,7
2815305,2,283734,Staphylococcus pseudintermedius,7,7
1279,2,29388,Staphylococcus capitis,2,2
1279,2,1290,Staphylococcus hominis,2,2
1279,2,29385,Staphylococcus saprophyticus,1,1
1279,1,91994,unclassified Staphylococcus,1,1
1279,2,1288,Staphylococcus xylosus,1,1
1279,2,28035,Staphylococcus lugdunensis,1,1
90964,1,2803850,Mammaliicoccus,1,1
2803850,2,1296,Mammaliicoccus sciuri,1,1
90964,1,3076173,Macrococcoides,1,1
3076173,2,69966,Macrococcoides caseolyticum,1,1
186817,1,1386,Bacillus,2,2
1386,1,653685,Bacillus subtilis group,1,1
653685,1,1938374,Bacillus amyloliquefaciens group,1,1
