accession_id,total_reads,genus,genus_taxid,genus_true_positive,genus_true_negative,genus_false_positive,genus_false_negative,species,species_taxid,species_true_positive,species_true_negative,species_false_positive,species_false_negative
NZ_LT635457.1,82,Actinomyces,1654,367,1906185,44,26713,Actinomyces pacaensis,1852377,82,1933154,73,0
NZ_CP033459.1,40598,Pseudoprevotella,2884814,40555,1892690,21,43,Pseudoprevotella muciniphila,2133944,40555,1892690,21,43
CAKAFU010000002.1,70,Alloprevotella,1283313,0,1933239,0,70,Alloprevotella tannerae,76122,0,1933239,0,70
NZ_CP036550.1,29669,Bacteroides,816,28850,1903165,475,819,Bacteroides fragilis,817,28415,1903614,26,1254
NZ_CP049272.1,79471,Campylobacter,194,84259,1848558,2,490,Campylobacter concisus,199,79285,1853814,24,186
NZ_CP012544.1,888,Campylobacter,194,84259,1848558,2,490,Campylobacter showae,204,883,1932180,241,5
NZ_CP022386.1,319,Capnocytophaga,1016,478,1932826,4,1,Capnocytophaga gingivalis,1017,315,1932990,0,4
NZ_CP022384.1,82,Capnocytophaga,1016,478,1932826,4,1,Capnocytophaga leadbetteri,327575,80,1933227,0,2
NZ_CP022379.1,78,Capnocytophaga,1016,478,1932826,4,1,Capnocytophaga sputigena,1019,77,1933231,0,1
ACIL03000013.1,72,Catonella,43996,0,1933237,0,72,Catonella morbi,43997,0,1933237,0,72
NZ_CP028101.1,810,Fusobacterium,848,120122,1812971,6,210,Fusobacterium nucleatum,851,773,1931515,984,37
NZ_CP024703.1,119328,Fusobacterium,848,120122,1812971,6,210,Fusobacterium pseudoperiodonticum,2663009,114785,1813978,3,4543
NZ_CP083637.1,16108,Gemella,1378,16074,1917201,0,34,Gemella haemolysans,1379,16029,1917201,0,79
NZ_CP031243.1,95708,Haemophilus,724,352481,1578855,4,1969,Haemophilus haemolyticus,726,91174,1837510,91,4534
NZ_AP018768.1,5525,Haemophilus,724,352481,1578855,4,1969,Haemophilus influenzae,727,5047,1926967,817,478
NZ_CP038817.1,10516,Haemophilus,724,352481,1578855,4,1969,Haemophilus parahaemolyticus,735,10415,1922788,5,101
NZ_CP035368.2,242701,Haemophilus,724,352481,1578855,4,1969,Haemophilus parainfluenzae,729,239551,1690472,136,3150
NC_013203.1,364,Lancefieldella,2767353,364,1932945,0,0,Lancefieldella parvula,1382,364,1932945,0,0
NZ_LR134378.1,18248,Lautropia,47670,18226,1915061,0,22,Lautropia mirabilis,47671,18226,1915061,0,22
NZ_AP019831.1,176,Leptotrichia,32067,46780,1886309,8,212,Leptotrichia trevisanii,109328,169,1933010,123,7
NZ_AP019829.2,46816,Leptotrichia,32067,46780,1886309,8,212,Leptotrichia wadei,157687,44638,1886489,4,2178
NZ_CP101528.1,570,Micrococcus,1269,566,1932728,11,4,Micrococcus luteus,1270,457,1932730,9,113
NZ_CP053939.1,328261,Neisseria,482,326876,1604468,22,1943,Neisseria mucosa,488,318910,1604738,310,9351
