accession_id,total_reads,genus,genus_taxid,genus_true_positive,genus_true_negative,genus_false_positive,genus_false_negative,species,species_taxid,species_true_positive,species_true_negative,species_false_positive,species_false_negative
NZ_LT635457.1,42,Actinomyces,1654,280,1972266,1,22155,Actinomyces pacaensis,1852377,42,1994619,41,0
NZ_CP033459.1,2548,Pseudoprevotella,2884814,2536,1992154,0,12,Pseudoprevotella muciniphila,2133944,2536,1992154,0,12
CAKAFU010000002.1,83,Alloprevotella,1283313,0,1994619,0,83,Alloprevotella tannerae,76122,0,1994619,0,83
NZ_CP036550.1,292,Bacteroides,816,288,1994407,3,4,Bacteroides fragilis,817,286,1994410,0,6
NZ_CP049272.1,7629,Campylobacter,194,7937,1986709,0,56,Campylobacter concisus,199,7577,1987066,7,52
NZ_CP012544.1,140,Campylobacter,194,7937,1986709,0,56,Campylobacter showae,204,138,1994553,9,2
NZ_CP022386.1,3431,Capnocytophaga,1016,35623,1958969,1,109,Capnocytophaga gingivalis,1017,3373,1991268,3,58
NZ_CP022384.1,31867,Capnocytophaga,1016,35623,1958969,1,109,Capnocytophaga leadbetteri,327575,28761,1962835,0,3106
NZ_CP022379.1,434,Capnocytophaga,1016,35623,1958969,1,109,Capnocytophaga sputigena,1019,416,1994248,20,18
NZ_CP028101.1,223,Fusobacterium,848,32465,1961732,5,500,Fusobacterium nucleatum,851,196,1994112,367,27
NZ_CP024703.1,32588,Fusobacterium,848,32465,1961732,5,500,Fusobacterium pseudoperiodonticum,2663009,29206,1962112,2,3382
NZ_CP083637.1,770,Gemella,1378,758,1993931,1,12,Gemella haemolysans,1379,755,1993932,0,15
NZ_CP031243.1,584,Haemophilus,724,1092573,892612,156,9361,Haemophilus haemolyticus,726,519,1993991,127,65
NZ_AP018768.1,1176,Haemophilus,724,1092573,892612,156,9361,Haemophilus influenzae,727,935,1992941,585,241
NZ_CP038817.1,1099073,Haemophilus,724,1092573,892612,156,9361,Haemophilus parahaemolyticus,735,1079187,895627,2,19886
NZ_CP035368.2,1101,Haemophilus,724,1092573,892612,156,9361,Haemophilus parainfluenzae,729,1075,1993318,283,26
NC_013203.1,98,Lancefieldella,2767353,98,1994604,0,0,Lancefieldella parvula,1382,98,1994604,0,0
NZ_LR134378.1,70,Lautropia,47670,69,1994632,0,1,Lautropia mirabilis,47671,69,1994632,0,1
NZ_AP019831.1,12990,Leptotrichia,32067,12589,1981649,7,457,Leptotrichia trevisanii,109328,11821,1981712,0,1169
NZ_CP101528.1,618,Micrococcus,1269,621,1993999,1,81,Micrococcus luteus,1270,416,1994077,7,202
NZ_AP019829.2,56,Leptotrichia,32067,12589,1981649,7,457,Leptotrichia wadei,157687,48,1994586,60,8
NZ_CP126965.1,84,Micrococcus,1269,621,1993999,1,81,Micrococcus lylae,1273,0,1994618,0,84
NZ_CP039886.1,374815,Neisseria,482,402026,1587564,94,5018,Neisseria flavescens,484,326951,1618482,1405,47864
NZ_CP053939.1,6820,Neisseria,482,402026,1587564,94,5018,Neisseria mucosa,488,6327,1975553,12329,493
NZ_CP073114.1,25409,Neisseria,482,402026,1587564,94,5018,Neisseria subflava,28449,2100,1968884,409,23309
NZ_CP092048.1,70,Porphyromonas,836,72,1994268,0,362,Porphyromonas gingivalis,837,70,1994632,0,0
NC_019960.1,42,Prevotella,838,23676,1970435,8,583,Prevotella dentalis,52227,42,1994660,0,0
NZ_CP024696.1,448,Prevotella,838,23676,1970435,8,583,Prevotella intermedia,28131,422,1994253,1,26
NZ_CP072363.1,322,Prevotella,838,23676,1970435,8,583,Prevotella jejuni,1177574,302,1994375,5,20
AP018050.1,23111,Prevotella,838,23676,1970435,8,583,Prevotella melaninogenica,28132,22311,1971588,3,800
NZ_CP072390.1,280,Prevotella,838,23676,1970435,8,583,Prevotella scopos,589437,258,1994418,4,22
NZ_CP079201.1,182,Rothia,32207,164196,1830236,88,182,Rothia dentocariosa,2047,182,1994509,11,0
NZ_CP079822.1,164196,Rothia,32207,164196,1830236,88,182,Rothia mucilaginosa,43675,163844,1830446,60,352
NZ_CP102197.1,23844,Schaalia,2529408,23713,1962876,7982,131,Schaalia odontolytica,1660,23687,1963786,7072,157
NZ_LS483444.1,42,Streptococcus,1301,154666,1839565,55,416,Streptococcus australis,113107,33,1994615,45,9
NZ_CP127842.1,42,Streptococcus,1301,154666,1839565,55,416,Streptococcus dysgalactiae,1334,16,1994654,6,26
NZ_CP012646.1,115001,Streptococcus,1301,154666,1839565,55,416,Streptococcus mitis,28037,93816,1879664,37,21185
NZ_CP079724.1,39491,Streptococcus,1301,154666,1839565,55,416,Streptococcus oralis,1303,33084,1954905,306,6407
NC_015875.1,142,Streptococcus,1301,154666,1839565,55,416,Streptococcus pseudopneumoniae,257758,106,1994477,83,36
NZ_CAKAHJ010000001.1,22393,Actinomyces,1654,280,1972266,1,22155,uncultured Actinomyces sp.,249061,0,1972309,0,22393
NZ_CP079193.1,56,Streptococcus,1301,154666,1839565,55,416,Streptococcus suis,1307,51,1994620,26,5
NZ_CALGPY010000005.1,224,Campylobacter,194,7937,1986709,0,56,uncultured Campylobacter sp.,218934,0,1994478,0,224
NZ_CAKOJV010000001.1,154,Fusobacterium,848,32465,1961732,5,500,uncultured Fusobacterium sp.,159267,0,1994548,0,154
NZ_UQJH01000001.1,364,Porphyromonas,836,72,1994268,0,362,uncultured Porphyromonas sp.,159274,0,1994338,0,364
NZ_CAJTJS010000001.1,56,Prevotella,838,23676,1970435,8,583,uncultured Prevotella sp.,159272,0,1994646,0,56
NZ_CAMNMG010000001.1,308,Streptococcus,1301,154666,1839565,55,416,uncultured Streptococcus sp.,83427,0,1994394,0,308
NZ_CALHUL010000006.1,252,Treponema,157,209,1994450,0,43,uncultured Treponema sp.,162155,0,1994450,0,252
NZ_CP020566.1,97,Veillonella,29465,740,1993916,45,1,Veillonella atypica,39777,97,1994604,1,0
NZ_LR134375.1,140,Veillonella,29465,740,1993916,45,1,Veillonella dispar,39778,115,1994561,1,25
NZ_AP022321.1,84,Veillonella,29465,740,1993916,45,1,Veillonella nakazawae,2682456,65,1994604,14,19
NZ_CP019721.1,420,Veillonella,29465,740,1993916,45,1,Veillonella parvula,29466,407,1994265,17,13
