parent_taxid,level,taxid,name,kraken_classifed_reads,NT_rPM
203492,1,848,Fusobacterium,755280,391162
848,2,859,Fusobacterium necrophorum,487138,252290
848,2,2663009,Fusobacterium pseudoperiodonticum,128564,66583
848,2,850,Fusobacterium mortiferum,100946,52280
848,2,851,Fusobacterium nucleatum,32967,17073
848,2,1583098,Fusobacterium hwasookii,302,156
848,2,860,Fusobacterium periodonticum,165,85
848,2,856,Fusobacterium varium,151,78
848,2,285729,Fusobacterium canifelinum,149,77
848,1,2648384,unclassified Fusobacterium,115,59
2648384,2,671211,Fusobacterium sp. oral taxon 203,115,59
848,2,849,Fusobacterium gonidiaformans,56,29
848,2,1755100,Fusobacterium gastrosuis,25,12
848,2,861,Fusobacterium ulcerans,16,8
848,2,2764326,Fusobacterium hominis,5,2
203492,1,180162,Cetobacterium,1,0
180162,2,188913,Cetobacterium somerae,1,0
1129771,1,32067,Leptotrichia,240,124
32067,2,157687,Leptotrichia wadei,146,75
32067,1,2633022,unclassified Leptotrichia,79,40
2633022,2,1785996,Leptotrichia sp. oral taxon 847,68,35
2633022,2,712361,Leptotrichia sp. oral taxon 218,5,2
2633022,2,712357,Leptotrichia sp. oral taxon 212,4,2
2633022,2,712362,Leptotrichia sp. oral taxon 221,1,0
2633022,2,712368,Leptotrichia sp. oral taxon 498,1,0
32067,2,109328,Leptotrichia trevisanii,2,1
32067,2,157688,Leptotrichia hofstadii,1,0
32067,2,157691,Leptotrichia shahii,1,0
1129771,1,34104,Streptobacillus,3,1
34104,2,34105,Streptobacillus moniliformis,3,1
1129771,1,168808,Sneathia,2,1
168808,2,187101,Sneathia vaginalis,2,1
1129771,1,2755140,Pseudoleptotrichia,1,0
2755140,2,157692,Pseudoleptotrichia goodfellowii,1,0
1300,1,1301,Streptococcus,385670,199739
1301,1,119603,Streptococcus dysgalactiae group,190827,98830
119603,2,1334,Streptococcus dysgalactiae,189738,98266
119603,2,1336,Streptococcus equi,921,476
1301,2,1314,Streptococcus pyogenes,11791,6106
1301,2,1329,Streptococcus canis,3077,1593
1301,2,1307,Streptococcus suis,679,351
1301,1,2608887,unclassified Streptococcus,659,341
2608887,2,2583584,Streptococcus sp. NCTC 11567,170,88
2608887,2,2420310,Streptococcus sp. FDAARGOS_522,90,46
2608887,2,1316411,Streptococcus sp. HSISS2,56,29
2608887,2,2664091,Streptococcus sp. zg-86,30,15
2608887,2,2686210,Streptococcus sp. CNU G2,29,15
2608887,2,2698804,Streptococcus sp. CNU G3,22,11
2608887,2,2759692,Streptococcus sp. Marseille-Q3533,21,10
2608887,2,712623,Streptococcus sp. oral taxon 061,20,10
2608887,2,2684658,Streptococcus sp. CNU 77-61,19,9
2608887,2,2972784,Streptococcus sp. Marseille-Q6470,16,8
2608887,2,712633,Streptococcus sp. oral taxon 431,15,7
2608887,2,1759399,Streptococcus sp. A12,14,7
2608887,2,1902136,Streptococcus sp. NPS 308,14,7
2608887,2,2598457,Streptococcus sp. KS 6,12,6
2608887,2,3020829,Streptococcus sp. HN38,10,5
2608887,2,2610896,Streptococcus sp. LPB0220,10,5
2608887,2,2598453,Streptococcus sp. 116-D4,10,5
2608887,2,1316408,Streptococcus sp. HSISM1,7,3
2608887,2,1316412,Streptococcus sp. HSISS3,6,3
2608887,2,2576376,Streptococcus sp. 1643,5,2
2608887,2,2420308,Streptococcus sp. FDAARGOS_520,5,2
2608887,2,2420309,Streptococcus sp. FDAARGOS_521,2,1
2608887,2,2763068,Streptococcus sp. NSJ-72,2,1
2608887,2,1940319,Streptococcus sp. DAT741,2,1
2608887,2,1839799,Streptococcus sp. FDAARGOS_192,2,1
2608887,2,712624,Streptococcus sp. oral taxon 064,1,0
2608887,2,1319,Streptococcus sp. 'group B',1,0
1301,2,1335,Streptococcus equinus,374,193
1301,2,1311,Streptococcus agalactiae,364,188
1301,1,671232,Streptococcus anginosus group,334,172
671232,2,1338,Streptococcus intermedius,136,70
671232,2,76860,Streptococcus constellatus,105,54
671232,2,1328,Streptococcus anginosus,83,42
1301,2,1340,Streptococcus porcinus,297,153
1301,2,1349,Streptococcus uberis,270,139
1301,2,1346,Streptococcus iniae,255,132
1301,2,361101,Streptococcus pseudoporcinus,239,123
1301,2,1348,Streptococcus parauberis,234,121
1301,2,254785,Streptococcus halichoeri,156,80
1301,2,1345,Streptococcus ferus,154,79
1301,2,1304,Streptococcus salivarius,154,79
1301,2,1303,Streptococcus oralis,153,79
1301,2,2819619,Streptococcus toyakuensis,146,75
1301,2,82348,Streptococcus pluranimalium,142,73
1301,2,400065,Streptococcus merionis,139,71
1301,2,1814128,Streptococcus halotolerans,134,69
1301,2,1308,Streptococcus thermophilus,130,67
1301,2,1313,Streptococcus pneumoniae,130,67
1301,2,1305,Streptococcus sanguinis,116,60
1301,2,149016,Streptococcus urinalis,115,59
1301,2,1302,Streptococcus gordonii,105,54
1301,2,1326,Streptococcus acidominimus,102,52
1301,2,1341,Streptococcus ratti,99,51
1301,2,1309,Streptococcus mutans,96,49
1301,2,28037,Streptococcus mitis,92,47
1301,2,29389,Streptococcus alactolyticus,86,44
1301,2,1111760,Streptococcus troglodytae,85,44
1301,2,68892,Streptococcus infantis,75,38
1301,2,1310,Streptococcus sobrinus,75,38
1301,2,150055,Streptococcus lutetiensis,73,37
1301,2,2021971,Streptococcus respiraculi,68,35
1301,2,1318,Streptococcus parasanguinis,58,30
1301,2,102684,Streptococcus infantarius,57,29
1301,2,45634,Streptococcus cristatus,57,29
1301,2,315405,Streptococcus gallolyticus,56,29
1301,2,113107,Streptococcus australis,55,28
1301,2,2781599,Streptococcus oriscaviae,53,27
1301,2,2173853,Streptococcus chenjunshii,53,27
1301,2,33040,Streptococcus milleri,48,24
1301,2,1811193,Streptococcus pantholopis,47,24
1301,2,684066,Streptococcus lactarius,41,21
1301,2,1888195,Streptococcus himalayensis,35,18
1301,2,1501662,Streptococcus parasuis,31,16
1301,2,1825069,Streptococcus marmotae,24,12
1301,2,1917441,Streptococcus ruminantium,22,11
1301,2,1234680,Streptococcus rubneri,21,10
1301,2,1156431,Streptococcus ilei,11,5
1301,2,257758,Streptococcus pseudopneumoniae,11,5
1301,2,197614,Streptococcus pasteurianus,10,5
1301,2,1343,Streptococcus vestibularis,9,4
1301,2,2490633,Streptococcus periodonticum,8,4
1301,2,1433513,Streptococcus gwangjuense,5,2
1301,2,2382163,Streptococcus koreensis,4,2
1301,2,59310,Streptococcus macedonicus,3,1
1301,2,78535,Streptococcus viridans,1,0
1300,1,1930830,Floricoccus,3,1
1930830,2,1859475,Floricoccus penangensis,3,1
1300,1,1357,Lactococcus,1,0
1357,2,1363,Lactococcus garvieae,1,0
33958,1,2767885,Latilactobacillus,218,112
2767885,2,28038,Latilactobacillus curvatus,178,92
33958,1,1578,Lactobacillus,115,59
1578,2,1604,Lactobacillus amylovorus,54,27
1578,2,1596,Lactobacillus gasseri,49,25
1578,2,147802,Lactobacillus iners,6,3
1578,2,1584,Lactobacillus delbrueckii,1,0
1578,2,2269374,Lactobacillus terrae,1,0
1578,2,47770,Lactobacillus crispatus,1,0
1578,2,303541,Lactobacillus apis,1,0
33958,1,2767887,Ligilactobacillus,22,11
2767887,2,1605,Ligilactobacillus animalis,12,6
2767887,2,1601,Ligilactobacillus agilis,3,1
