accession_id,total_reads,genus,genus_taxid,genus_true_positive,genus_true_negative,genus_false_positive,genus_false_negative,species,species_taxid,species_true_positive,species_true_negative,species_false_positive,species_false_negative
NZ_LT635457.1,12860,Actinomyces,1654,29081,1949982,260,10023,Actinomyces pacaensis,1852377,12824,1976434,52,36
NZ_CAKAHJ010000001.1,9906,Actinomyces,1654,29081,1949982,260,10023,uncultured Actinomyces sp.,249061,0,1979440,0,9906
NZ_CP124548.1,150,Actinomyces,1654,29081,1949982,260,10023,Actinomyces israelii,1659,0,1989196,0,150
NZ_CP012072.1,6557,Schaalia,2529408,9058,1973526,3519,3243,Schaalia meyeri,52773,6536,1982538,251,21
NZ_CP033459.1,13545,Pseudoprevotella,2884814,13512,1975783,18,33,Pseudoprevotella muciniphila,2133944,13512,1975783,18,33
CAKAFU010000002.1,3114,Alloprevotella,1283313,0,1986232,0,3114,Alloprevotella tannerae,76122,0,1986232,0,3114
NZ_CP032823.1,20209,Aliarcobacter,2321111,19888,1969127,10,321,Aliarcobacter cryaerophilus,28198,19622,1969136,1,587
NZ_CP036550.1,1398,Bacteroides,816,11051,1977059,275,961,Bacteroides fragilis,817,1305,1987710,238,93
NZ_CP040630.1,10614,Bacteroides,816,11051,1977059,275,961,Bacteroides sp. PHL 2737,2162637,71,1978732,0,10543
NZ_CP102541.1,7391,Bifidobacterium,1678,7391,1981859,96,0,Bifidobacterium longum,216816,4311,1981955,0,3080
NZ_CP049272.1,62,Campylobacter,194,39746,1945018,31,4551,Campylobacter concisus,199,62,1989127,157,0
NZ_CP082871.1,9130,Campylobacter,194,39746,1945018,31,4551,Campylobacter hominis,76517,8658,1980215,1,472
NZ_CP012544.1,14041,Campylobacter,194,39746,1945018,31,4551,Campylobacter showae,204,13866,1974303,1002,175
NZ_CALGPY010000005.1,21064,Campylobacter,194,39746,1945018,31,4551,uncultured Campylobacter sp.,218934,0,1968282,0,21064
NZ_CP022386.1,9712,Capnocytophaga,1016,26532,1962698,9,107,Capnocytophaga gingivalis,1017,9558,1979631,3,154
NZ_CP022384.1,15300,Capnocytophaga,1016,26532,1962698,9,107,Capnocytophaga leadbetteri,327575,13876,1974046,0,1424
NZ_CP022379.1,1627,Capnocytophaga,1016,26532,1962698,9,107,Capnocytophaga sputigena,1019,1552,1987705,14,75
ACIL03000013.1,8954,Catonella,43996,0,1980392,0,8954,Catonella morbi,43997,0,1980392,0,8954
NC_001464.1,4656,Pospiviroid,185753,4625,1984690,0,31,Citrus exocortis viroid,12890,4588,1984690,0,68
NZ_CP073092.1,11078,Corynebacterium,1716,60158,1927062,513,1613,Corynebacterium tuberculostearicum,38304,9405,1978261,7,1673
NZ_CP101133.1,5412,Corynebacterium,1716,60158,1927062,513,1613,Corynebacterium pseudotuberculosis,1719,5348,1983894,40,64
NZ_CP100372.1,7202,Corynebacterium,1716,60158,1927062,513,1613,Corynebacterium pseudodiphtheriticum,37637,5906,1981915,229,1296
NZ_CP063195.1,9533,Corynebacterium,1716,60158,1927062,513,1613,Corynebacterium jeikeium,38289,8940,1979791,22,593
NZ_CP100361.1,5057,Corynebacterium,1716,60158,1927062,513,1613,Corynebacterium propinquum,43769,4614,1983562,727,443
NZ_CP024931.1,6375,Corynebacterium,1716,60158,1927062,513,1613,Corynebacterium striatum,43770,5924,1982936,35,451
NZ_AP027140.1,17114,Corynebacterium,1716,60158,1927062,513,1613,Corynebacterium ulcerans,65058,16363,1972232,0,751
NC_001472.1,2158,Enterovirus,12059,59122,1881830,0,48394,Enterovirus B,138949,11898,1941542,50,35856
MT157224.1,2932,Enterovirus,12059,59122,1881830,0,48394,Human rhinovirus sp.,169066,0,1986414,0,2932
NC_038311.1,18754,Enterovirus,12059,59122,1881830,0,48394,Rhinovirus A,147711,18751,1970507,85,3
NC_009996.1,11716,Enterovirus,12059,59122,1881830,0,48394,Rhinovirus C,463676,11716,1977630,0,0
OQ842458.1,3954,Enterovirus,12059,59122,1881830,0,48394,Enterovirus B,138949,11898,1941542,50,35856
NC_038307.1,7806,Enterovirus,12059,59122,1881830,0,48394,Enterovirus B,138949,11898,1941542,50,35856
OQ842451.1,7410,Enterovirus,12059,59122,1881830,0,48394,Enterovirus B,138949,11898,1941542,50,35856
OQ919261.1,11444,Enterovirus,12059,59122,1881830,0,48394,Enterovirus B,138949,11898,1941542,50,35856
OQ842410.1,11850,Enterovirus,12059,59122,1881830,0,48394,Enterovirus A,138948,712,1976510,986,11138
NC_038308.1,13154,Enterovirus,12059,59122,1881830,0,48394,Enterovirus D,138951,13153,1976191,1,1
JQ041368.1,10802,Enterovirus,12059,59122,1881830,0,48394,Enterovirus B,138949,11898,1941542,50,35856
EF174468.1,4180,Enterovirus,12059,59122,1881830,0,48394,Enterovirus B,138949,11898,1941542,50,35856
