read_accession_id,taxid,count
CAKAFU010000002.1,838,7
CAKAFU010000002.1,28131,3
CAKAFU010000002.1,1249,1
CAKAFU010000002.1,1177574,2
CAKAFU010000002.1,171552,4
CAKAFU010000002.1,2685852,1
CAKAFU010000002.1,908937,1
CAKAFU010000002.1,28119,1
CAKAFU010000002.1,28129,2
CAKAFU010000002.1,551989,1
CAKAFU010000002.1,291645,1
CAKAFU010000002.1,171549,2
CAKAFU010000002.1,28113,1
NZ_CP036550.1,817,84
NZ_CP036550.1,816,6
NZ_CP049272.1,199,183
NZ_CP049272.1,194,3
NZ_CP049272.1,9606,1
NZ_CP049272.1,75985,1
NZ_CP012544.1,204,30605
NZ_CP012544.1,194,826
NZ_CP012544.1,203,63
NZ_CP012544.1,200,3
NZ_CP012544.1,1224,9
NZ_CP012544.1,213849,7
NZ_CP012544.1,2,7
NZ_CP012544.1,210,1
NZ_CP012544.1,199,9
NZ_CP012544.1,332101,1
NZ_CP012544.1,824,3
NZ_CP012544.1,2517362,1
NZ_CP012544.1,1624,1
NZ_CP012544.1,197,1
NZ_CP012544.1,1660063,2
NZ_CP012544.1,1660080,1
NZ_CP012544.1,1265350,1
NZ_CP012544.1,2294119,1
NZ_CP012544.1,2840180,1
NZ_CP012544.1,360104,1
NZ_CP012544.1,1653476,1
NZ_CP012544.1,9606,1
NZ_CP012544.1,131567,1
NZ_CP012544.1,2593542,1
NZ_CP012544.1,1236,1
NZ_CP012544.1,29547,2
NZ_CP012544.1,2937286,1
NZ_CP022386.1,1017,127
NZ_CP022386.1,1016,5
NZ_CP022386.1,2708117,1
MN164484.2,1141140,11
MN164484.2,2732062,1
MN164484.2,2576500,1
MN164484.2,2732045,1
ACIL03000013.1,182773,1
ACIL03000013.1,1328,1
NZ_CP028101.1,76856,34309
NZ_CP028101.1,848,13203
NZ_CP028101.1,851,8250
NZ_CP028101.1,1583098,270
NZ_CP028101.1,2663009,217
NZ_CP028101.1,76857,357
NZ_CP028101.1,285729,304
NZ_CP028101.1,155615,140
NZ_CP028101.1,859,9
NZ_CP028101.1,203492,35
NZ_CP028101.1,76859,420
NZ_CP028101.1,1501,3
NZ_CP028101.1,525283,205
NZ_CP028101.1,671211,312
NZ_CP028101.1,1382466,1
NZ_CP028101.1,9606,57
NZ_CP028101.1,2,53
NZ_CP028101.1,131567,28
NZ_CP028101.1,469602,55
NZ_CP028101.1,1307442,58
NZ_CP028101.1,2764326,4
NZ_CP028101.1,1755100,18
NZ_CP028101.1,1307427,48
NZ_CP028101.1,1276257,3
NZ_CP028101.1,469607,34
NZ_CP028101.1,469615,8
NZ_CP028101.1,457405,29
NZ_CP028101.1,469601,44
NZ_CP028101.1,1352,1
NZ_CP028101.1,469616,12
NZ_CP028101.1,2672570,1
NZ_CP028101.1,1423,2
NZ_CP028101.1,729,1
NZ_CP028101.1,1160784,1
NZ_CP028101.1,469617,1
NZ_CP028101.1,91061,2
NZ_CP028101.1,186802,2
NZ_CP028101.1,203491,17
NZ_CP028101.1,449447,1
NZ_CP028101.1,371036,1
NZ_CP028101.1,1032238,1
NZ_CP028101.1,1307443,6
NZ_CP028101.1,2121,3
NZ_CP028101.1,1287055,1
NZ_CP028101.1,1279,2
NZ_CP028101.1,1241859,3
NZ_CP028101.1,1491,3
NZ_CP028101.1,29380,3
NZ_CP028101.1,2493639,1
NZ_CP028101.1,32067,2
NZ_CP028101.1,351627,1
NZ_CP028101.1,137838,1
NZ_CP028101.1,1386,3
NZ_CP028101.1,860,13
NZ_CP028101.1,1307428,8
NZ_CP028101.1,186817,2
NZ_CP028101.1,1032242,1
NZ_CP028101.1,138,2
NZ_CP028101.1,1534,2
NZ_CP028101.1,388919,1
NZ_CP028101.1,143387,5
NZ_CP028101.1,158847,2
NZ_CP028101.1,1318466,2
NZ_CP028101.1,2810562,1
NZ_CP028101.1,52584,1
