accession_id,total_reads,genus,genus_taxid,genus_true_positive,genus_true_negative,genus_false_positive,genus_false_negative,species,species_taxid,species_true_positive,species_true_negative,species_false_positive,species_false_negative
CP097095.1,1572,Actinomyces,1654,14551,978699,164,6586,Actinomyces graevenitzii,55565,0,998428,0,1572
NZ_LT635457.1,6436,Actinomyces,1654,14551,978699,164,6586,Actinomyces pacaensis,1852377,6409,993521,43,27
NZ_CAKAHJ010000001.1,4957,Actinomyces,1654,14551,978699,164,6586,uncultured Actinomyces sp.,249061,0,995043,0,4957
NZ_CP124548.1,75,Actinomyces,1654,14551,978699,164,6586,Actinomyces israelii,1659,74,999914,11,1
NZ_CP012072.1,3280,Schaalia,2529408,4621,989943,3905,1531,Schaalia meyeri,52773,3267,996622,98,13
NZ_CP033459.1,6778,Pseudoprevotella,2884814,6754,993196,26,24,Pseudoprevotella muciniphila,2133944,6754,993196,26,24
CAKAFU010000002.1,1558,Alloprevotella,1283313,0,998442,0,1558,Alloprevotella tannerae,76122,0,998442,0,1558
NZ_CP032823.1,10110,Aliarcobacter,2321111,10066,989885,5,44,Aliarcobacter cryaerophilus,28198,10050,989889,1,60
NZ_CP036550.1,700,Bacteroides,816,5596,993435,551,418,Bacteroides fragilis,817,680,998725,575,20
NZ_CP040630.1,5314,Bacteroides,816,5596,993435,551,418,Bacteroides sp. PHL 2737,2162637,84,994686,0,5230
NZ_CP102541.1,3698,Bifidobacterium,1678,3686,996209,93,12,Bifidobacterium longum,216816,3296,996296,6,402
NZ_CP049272.1,32,Campylobacter,194,21647,977816,27,510,Campylobacter concisus,199,32,999865,103,0
NZ_CP082871.1,4569,Campylobacter,194,21647,977816,27,510,Campylobacter hominis,76517,4548,995431,0,21
NZ_CP012544.1,7024,Campylobacter,194,21647,977816,27,510,Campylobacter showae,204,6987,992347,629,37
NZ_CALGPY010000005.1,10532,Campylobacter,194,21647,977816,27,510,uncultured Campylobacter sp.,218934,0,989468,0,10532
NZ_CP022386.1,4861,Capnocytophaga,1016,13279,986639,27,55,Capnocytophaga gingivalis,1017,4839,995136,3,22
NZ_CP022384.1,7659,Capnocytophaga,1016,13279,986639,27,55,Capnocytophaga leadbetteri,327575,7463,992341,0,196
NZ_CP022379.1,814,Capnocytophaga,1016,13279,986639,27,55,Capnocytophaga sputigena,1019,812,999182,4,2
ACIL03000013.1,4488,Catonella,43996,0,995512,0,4488,Catonella morbi,43997,0,995512,0,4488
NC_001464.1,2418,Pospiviroid,185753,2411,997582,0,7,Citrus exocortis viroid,12890,2411,997582,0,7
NZ_CP073092.1,5541,Corynebacterium,1716,30679,968878,221,222,Corynebacterium tuberculostearicum,38304,5398,994454,5,143
NZ_CP101133.1,2708,Corynebacterium,1716,30679,968878,221,222,Corynebacterium pseudotuberculosis,1719,2692,997259,33,16
NZ_CP100372.1,3602,Corynebacterium,1716,30679,968878,221,222,Corynebacterium pseudodiphtheriticum,37637,3492,996389,9,110
NZ_CP063195.1,4770,Corynebacterium,1716,30679,968878,221,222,Corynebacterium jeikeium,38289,4568,995223,7,202
NZ_CP100361.1,2529,Corynebacterium,1716,30679,968878,221,222,Corynebacterium propinquum,43769,2494,997460,11,35
NZ_CP024931.1,3189,Corynebacterium,1716,30679,968878,221,222,Corynebacterium striatum,43770,3060,996801,10,129
NZ_AP027140.1,8562,Corynebacterium,1716,30679,968878,221,222,Corynebacterium ulcerans,65058,7219,991437,1,1343
NC_001472.1,1079,Enterovirus,12059,33523,946238,0,20239,Enterovirus B,138949,8000,976067,54,15879
MT157224.1,1466,Enterovirus,12059,33523,946238,0,20239,Human rhinovirus sp.,169066,0,998534,0,1466
NC_038311.1,9378,Enterovirus,12059,33523,946238,0,20239,Rhinovirus A,147711,9345,990533,89,33
NC_009996.1,5858,Enterovirus,12059,33523,946238,0,20239,Rhinovirus C,463676,5843,994142,0,15
OQ842458.1,1977,Enterovirus,12059,33523,946238,0,20239,Enterovirus B,138949,8000,976067,54,15879
NC_038307.1,3904,Enterovirus,12059,33523,946238,0,20239,Enterovirus B,138949,8000,976067,54,15879
OQ842451.1,3705,Enterovirus,12059,33523,946238,0,20239,Enterovirus B,138949,8000,976067,54,15879
OQ919261.1,5722,Enterovirus,12059,33523,946238,0,20239,Enterovirus B,138949,8000,976067,54,15879
OQ842410.1,5925,Enterovirus,12059,33523,946238,0,20239,Enterovirus A,138948,1186,992955,1120,4739
NC_038308.1,6578,Enterovirus,12059,33523,946238,0,20239,Enterovirus D,138951,6549,993400,22,29
JQ041368.1,5402,Enterovirus,12059,33523,946238,0,20239,Enterovirus B,138949,8000,976067,54,15879
EF174468.1,2090,Enterovirus,12059,33523,946238,0,20239,Enterovirus B,138949,8000,976067,54,15879
NC_038312.1,678,Enterovirus,12059,33523,946238,0,20239,Rhinovirus B,147712,676,999322,0,2
MN164484.2,3262,Guelphvirus,2732062,3227,996738,0,35,Escherichia virus ECH1,2593465,0,996738,0,3262
NZ_CP018196.1,980,Fusobacterium,848,6763,993034,181,22,Fusobacterium necrophorum,859,976,998981,39,4
NZ_CP028101.1,696,Fusobacterium,848,6763,993034,181,22,Fusobacterium nucleatum,851,653,999289,15,43
NZ_CP024703.1,4920,Fusobacterium,848,6763,993034,181,22,Fusobacterium pseudoperiodonticum,2663009,4850,995076,4,70
NZ_CAKOJV010000001.1,189,Fusobacterium,848,6763,993034,181,22,uncultured Fusobacterium sp.,159267,0,999811,0,189
NZ_CP083637.1,1192,Gemella,1378,5690,994050,50,210,Gemella haemolysans,1379,1187,998804,4,5
NZ_CP046314.1,4708,Gemella,1378,5690,994050,50,210,Gemella morbillorum,29391,4495,995289,3,213
