parent_taxid,level,taxid,name,kraken_classifed_reads,NT_rPM
2890311,1,160674,Raoultella,15902.0,15902
160674,2,575,Raoultella planticola,11312.0,11312
160674,2,54291,Raoultella ornithinolytica,1356.0,1356
160674,1,2627600,unclassified Raoultella,2.0,2
2627600,2,2799495,Raoultella sp. XY-1,1.0,1
2627600,2,2923366,Raoultella sp. HC6,1.0,1
160674,2,577,Raoultella terrigena,1.0,1
2890311,1,570,Klebsiella,9536.0,9536
570,2,1463165,Klebsiella quasipneumoniae,2666.0,2666
570,2,571,Klebsiella oxytoca,1107.0,1107
570,2,244366,Klebsiella variicola,632.0,632
570,2,573,Klebsiella pneumoniae,188.0,188
570,2,548,Klebsiella aerogenes,11.0,11
570,2,1134687,Klebsiella michiganensis,9.0,9
570,2,2489010,Klebsiella africana,8.0,8
570,2,1259973,Klebsiella electrica,7.0,7
570,2,2026240,Klebsiella quasivariicola,6.0,6
570,1,2608929,unclassified Klebsiella,6.0,6
2608929,2,2834819,Klebsiella sp. A52,3.0,3
2608929,2,2675713,Klebsiella sp. WP4-W18-ESBL-05,1.0,1
570,2,2153354,Klebsiella huaxiensis,5.0,5
570,2,2058152,Klebsiella grimontii,4.0,4
543,1,544,Citrobacter,11751.0,11751
544,1,1344959,Citrobacter freundii complex,3939.0,3939
1344959,2,546,Citrobacter freundii,492.0,492
1344959,2,57706,Citrobacter braakii,80.0,80
1344959,2,1639133,Citrobacter portucalensis,59.0,59
1344959,2,67827,Citrobacter werkmanii,12.0,12
1344959,2,133448,Citrobacter youngae,8.0,8
1344959,2,1748967,Citrobacter cronae,4.0,4
1344959,2,67826,Citrobacter sedlakii,2.0,2
544,2,545,Citrobacter koseri,3244.0,3244
544,1,2644389,unclassified Citrobacter,23.0,23
2644389,2,1573676,Citrobacter sp. R56,3.0,3
2644389,2,2742624,Citrobacter sp. RHB25-C09,2.0,2
2644389,2,2742668,Citrobacter sp. RHBSTW-00887,2.0,2
2644389,2,2697370,Citrobacter sp. LUTT5,2.0,2
2644389,2,184912,Citrobacter sp. TSA-1,2.0,2
2644389,2,2807631,Citrobacter sp. B72,2.0,2
2644389,2,2660638,Citrobacter sp. S39,1.0,1
2644389,2,2742662,Citrobacter sp. RHBSTW-00696,1.0,1
2644389,2,1702170,Citrobacter sp. FDAARGOS_156,1.0,1
544,2,2562449,Citrobacter tructae,11.0,11
544,2,2546350,Citrobacter arsenatis,6.0,6
544,2,67825,Citrobacter rodentium,3.0,3
544,2,1563222,Citrobacter pasteurii,3.0,3
544,2,1914243,Citrobacter europaeus,2.0,2
544,2,2971264,Citrobacter enshiensis,2.0,2
544,2,67824,Citrobacter farmeri,1.0,1
543,1,83654,Leclercia,3327.0,3327
83654,2,83655,Leclercia adecarboxylata,2770.0,2770
83654,1,2627398,unclassified Leclercia,4.0,4
2627398,2,2714951,Leclercia sp. 29361,2.0,2
2627398,2,2681308,Leclercia sp. 119287,1.0,1
543,1,413496,Cronobacter,2421.0,2421
413496,2,28141,Cronobacter sakazakii,2353.0,2353
413496,2,413497,Cronobacter dublinensis,1.0,1
413496,2,535744,Cronobacter universalis,1.0,1
543,1,547,Enterobacter,1484.0,1484
547,1,354276,Enterobacter cloacae complex,671.0,671
354276,2,158836,Enterobacter hormaechei,67.0,67
354276,2,61645,Enterobacter asburiae,7.0,7
354276,2,299767,Enterobacter ludwigii,7.0,7
