read_accession_id,read_accession_total_count,root,kraken_classified_root,superkingdom,kraken_classified_superkingdom,phylum,kraken_classified_phylum,class,kraken_classified_class,order,kraken_classified_order,family,kraken_classified_family,genus,kraken_classified_genus,species,kraken_classified_species
NZ_LT635457.1,30,root,30,Bacteria,30,Actinomycetota,30,Actinomycetes,30,Actinomycetales,30,Actinomycetaceae,30,Actinomyces,30,Actinomyces pacaensis,30
NZ_CP033459.1,3049,root,3049,Bacteria,3049,Bacteroidota,3049,Bacteroidia,3048,Bacteroidales,3048,Prevotellaceae,3048,Pseudoprevotella,3047,Pseudoprevotella muciniphila,3047
CAKAFU010000002.1,31,root,5,Bacteria,5,Bacteroidota,3,Bacteroidia,3,Bacteroidales,3,Prevotellaceae,3,Alloprevotella,0,Alloprevotella tannerae,0
NZ_CP036550.1,5460,root,5460,Bacteria,5460,Bacteroidota,5458,Bacteroidia,5423,Bacteroidales,5423,Bacteroidaceae,5326,Bacteroides,5301,Bacteroides fragilis,5238
NZ_CP049272.1,123,root,123,Bacteria,123,Campylobacterota,123,Epsilonproteobacteria,123,Campylobacterales,123,Campylobacteraceae,123,Campylobacter,123,Campylobacter concisus,122
NZ_CP012544.1,2724,root,2724,Bacteria,2724,Campylobacterota,2724,Epsilonproteobacteria,2724,Campylobacterales,2724,Campylobacteraceae,2724,Campylobacter,2724,Campylobacter showae,2717
NZ_CP022386.1,729,root,729,Bacteria,729,Bacteroidota,729,Flavobacteriia,729,Flavobacteriales,729,Flavobacteriaceae,729,Capnocytophaga,729,Capnocytophaga gingivalis,727
NZ_CP022379.1,11034,root,11032,Bacteria,11032,Bacteroidota,11032,Flavobacteriia,11031,Flavobacteriales,11031,Flavobacteriaceae,11017,Capnocytophaga,11017,Capnocytophaga sputigena,10905
NZ_CP022384.1,408,root,408,Bacteria,408,Bacteroidota,408,Flavobacteriia,407,Flavobacteriales,407,Flavobacteriaceae,406,Capnocytophaga,406,Capnocytophaga leadbetteri,390
ACIL03000013.1,30,root,7,Bacteria,5,Bacillota,4,Clostridia,3,Eubacteriales,0,Lachnospiraceae,3,Catonella,0,Catonella morbi,0
NZ_CP028101.1,114,root,114,Bacteria,114,Fusobacteriota,114,Fusobacteriia,114,Fusobacteriales,114,Fusobacteriaceae,114,Fusobacterium,114,Fusobacterium nucleatum,103
NZ_CP024703.1,51384,root,51377,Bacteria,51366,Fusobacteriota,51365,Fusobacteriia,51365,Fusobacteriales,51365,Fusobacteriaceae,51357,Fusobacterium,51357,Fusobacterium pseudoperiodonticum,49767
NZ_CP083637.1,6998,root,6995,Bacteria,6994,Bacillota,6993,Bacilli,6991,Bacillales,6988,unclassified Bacillales family,0,Gemella,6986,Gemella haemolysans,6970
