parent_taxid,level,taxid,name,kraken_classifed_reads,NT_rPM
481,1,482,Neisseria,611394.0,611394
482,2,28449,Neisseria subflava,413828.0,413828
482,2,488,Neisseria mucosa,9911.0,9911
482,2,487,Neisseria meningitidis,5010.0,5010
482,2,484,Neisseria flavescens,4168.0,4168
482,1,2623750,unclassified Neisseria,2493.0,2493
2623750,2,1871109,Neisseria sp. RH3002v2g,775.0,775
2623750,2,3077590,Neisseria sp. DTU_2021_1001991_1_SI_NGA_ILE_055,735.0,735
2623750,2,2972775,Neisseria sp. Marseille-Q5346,584.0,584
2623750,2,641148,Neisseria sp. oral taxon 014,101.0,101
2623750,2,655307,Neisseria sp. KEM232,61.0,61
2623750,2,2937985,Neisseria sp. Marseille-Q6792,58.0,58
2623750,2,2912675,Neisseria sp. Dent CA1/247,19.0,19
2623750,2,2995413,Neisseria sp. 3986,8.0,8
2623750,2,181655,Neisseria sp. CCUG 45853,2.0,2
2623750,2,2995414,Neisseria sp. 51.81,2.0,2
482,2,485,Neisseria gonorrhoeae,248.0,248
482,2,33053,Neisseria perflava,247.0,247
482,2,490,Neisseria sicca,209.0,209
482,2,486,Neisseria lactamica,183.0,183
482,2,495,Neisseria elongata,165.0,165
482,2,1853278,Neisseria chenwenguii,106.0,106
482,2,492,Neisseria animalis,102.0,102
482,2,267212,Neisseria bacilliformis,97.0,97
482,2,496,Neisseria macacae,91.0,91
482,2,2666100,Neisseria brasiliensis,81.0,81
482,2,1853276,Neisseria weixii,78.0,78
482,2,2709396,Neisseria yangbaofengii,71.0,71
482,2,483,Neisseria cinerea,70.0,70
482,2,194197,Neisseria dentiae,69.0,69
482,2,640030,Neisseria zalophi,62.0,62
482,2,2912188,Neisseria lisongii,61.0,61
482,2,607711,Neisseria wadsworthii,56.0,56
482,2,1470200,Neisseria arctica,53.0,53
482,2,1815583,Neisseria musculi,50.0,50
482,2,28091,Neisseria weaveri,50.0,50
482,2,1931275,Neisseria dumasiana,48.0,48
482,2,326522,Neisseria animaloris,46.0,46
482,2,607712,Neisseria shayeganii,34.0,34
482,2,326523,Neisseria zoodegmatis,18.0,18
482,2,493,Neisseria canis,17.0,17
481,1,32257,Kingella,21.0,21
32257,2,505,Kingella oralis,9.0,9
32257,2,504,Kingella kingae,4.0,4
32257,2,1522312,Kingella negevensis,4.0,4
32257,2,265175,Kingella potus,2.0,2
32257,2,502,Kingella denitrificans,1.0,1
481,1,59,Vitreoscilla,11.0,11
59,2,61,Vitreoscilla stercoraria,3.0,3
59,2,1689272,Vitreoscilla massiliensis,1.0,1
481,1,299568,Uruburuella,10.0,10
299568,2,1282863,Uruburuella testudinis,7.0,7
299568,2,252130,Uruburuella suis,3.0,3
481,1,538,Eikenella,9.0,9
538,2,539,Eikenella corrodens,5.0,5
538,2,2528037,Eikenella exigua,2.0,2
481,1,212742,Morococcus,5.0,5
212742,2,1056807,Morococcus cerebrosus,5.0,5
481,1,334107,Conchiformibius,4.0,4
334107,2,153493,Conchiformibius steedae,4.0,4
481,1,194195,Alysiella,3.0,3
194195,2,153491,Alysiella crassa,2.0,2
194195,2,194196,Alysiella filiformis,1.0,1
481,1,1193515,Snodgrassella,3.0,3
1193515,2,1196083,Snodgrassella alvi,3.0,3
481,1,2593687,Aquella,3.0,3
2593687,2,2067065,Aquella oligotrophica,3.0,3
481,1,71,Simonsiella,2.0,2
71,2,72,Simonsiella muelleri,2.0,2
481,1,2944815,Wielerella,2.0,2
2944815,2,2917790,Wielerella bovis,2.0,2
481,1,1654931,Crenobacter,1.0,1
1654931,2,2290923,Crenobacter cavernae,1.0,1
2897176,1,168470,Laribacter,2.0,2
168470,2,168471,Laribacter hongkongensis,2.0,2
2897177,1,885864,Jeongeupia,2.0,2
885864,1,2619593,unclassified Jeongeupia,2.0,2
2619593,2,1009682,Jeongeupia sp. HS-3,2.0,2
119060,1,47670,Lautropia,410.0,410
47670,2,47671,Lautropia mirabilis,410.0,410
119060,1,32008,Burkholderia,10.0,10
32008,1,111527,pseudomallei group,6.0,6
111527,2,13373,Burkholderia mallei,2.0,2
111527,2,28450,Burkholderia pseudomallei,2.0,2
111527,2,57975,Burkholderia thailandensis,2.0,2
32008,1,87882,Burkholderia cepacia complex,2.0,2
87882,2,292,Burkholderia cepacia,1.0,1
119060,1,44013,Polynucleobacter,10.0,10
44013,1,2640945,unclassified Polynucleobacter,7.0,7
2640945,2,1743173,Polynucleobacter sp. MWH-P3-07-1,3.0,3
44013,2,1743174,Polynucleobacter tropicus,2.0,2
44013,2,556054,Polynucleobacter difficilis,1.0,1
119060,1,1822464,Paraburkholderia,8.0,8
1822464,2,311231,Paraburkholderia ginsengisoli,5.0,5
1822464,2,273251,Paraburkholderia sabiae,2.0,2
1822464,2,2604047,Paraburkholderia dioscoreae,1.0,1
119060,1,106589,Cupriavidus,4.0,4
106589,2,164546,Cupriavidus taiwanensis,3.0,3
106589,2,1796606,Cupriavidus nantongensis,1.0,1
2895353,1,149698,Massilia,4.0,4
149698,2,1141883,Massilia putida,1.0,1
149698,1,2609279,unclassified Massilia,1.0,1
2609279,2,3123041,Massilia sp. METH4,1.0,1
149698,2,2769491,Massilia litorea,1.0,1
149698,2,2899220,Massilia endophytica,1.0,1
2895353,1,75654,Duganella,3.0,3
75654,2,2728021,Duganella dendranthematis,3.0,3
2895353,1,212744,Rugamonas,2.0,2
212744,1,2620350,unclassified Rugamonas,2.0,2
2620350,2,3039386,Rugamonas sp. DEMB1,2.0,2
75682,1,846,Oxalobacter,2.0,2
846,2,2946593,Oxalobacter aliiformigenes,1.0,1
75682,1,29580,Janthinobacterium,2.0,2
29580,1,2610881,unclassified Janthinobacterium,2.0,2
2610881,2,1236179,Janthinobacterium sp. B9-8,2.0,2
75682,1,401469,Undibacterium,1.0,1
401469,1,2630295,unclassified Undibacterium,1.0,1
2630295,2,3048609,Undibacterium sp. CCC3.4,1.0,1
506,1,305976,Pusillimonas,4.0,4
305976,1,2640016,unclassified Pusillimonas,4.0,4
2640016,2,2716226,Pusillimonas sp. DMV24BSW_D,4.0,4
506,1,290425,Advenella,1.0,1
290425,2,310575,Advenella kashmirensis,1.0,1
80864,1,3051137,Paracidovorax,1.0,1
3051137,2,80867,Paracidovorax avenae,1.0,1
80864,1,80865,Delftia,1.0,1
80865,2,180282,Delftia tsuruhatensis,1.0,1
2975441,1,93681,Roseateles,1.0,1
93681,1,2626991,unclassified Roseateles,1.0,1
2626991,2,2995138,Roseateles sp. SL47,1.0,1
75787,1,1911577,Oryzomicrobium,3.0,3
1911577,2,1735038,Oryzomicrobium terrae,3.0,3
2008794,1,12960,Azoarcus,1.0,1
12960,1,2629479,unclassified Azoarcus,1.0,1
2629479,2,748247,Azoarcus sp. KH32C,1.0,1
2008794,1,33057,Thauera,1.0,1
33057,2,59405,Thauera aromatica,1.0,1
2008793,1,157591,Sterolibacterium,1.0,1
157591,2,157592,Sterolibacterium denitrificans,1.0,1
2008793,1,3050898,Sulfuricystis,1.0,1
2008790,1,1938335,Sulfuritortus,1.0,1
1938335,2,1914471,Sulfuritortus calidifontis,1.0,1
712,1,724,Haemophilus,33672.0,33672
724,2,729,Haemophilus parainfluenzae,32753.0,32752
724,2,726,Haemophilus haemolyticus,151.0,151
724,2,727,Haemophilus influenzae,131.0,131
724,2,735,Haemophilus parahaemolyticus,23.0,23
724,2,249188,Haemophilus pittmaniae,4.0,4
724,2,730,[Haemophilus] ducreyi,1.0,1
724,1,2609962,unclassified Haemophilus,1.0,1
2609962,2,712310,Haemophilus sp. oral taxon 036,1.0,1
712,1,109471,Bisgaardia,4.0,4
109471,2,109472,Bisgaardia hudsonensis,4.0,4
712,1,416916,Aggregatibacter,3.0,3
416916,2,732,Aggregatibacter aphrophilus,2.0,2
712,1,713,Actinobacillus,3.0,3
713,2,51049,Actinobacillus indolicus,2.0,2
713,2,718,Actinobacillus equuli,1.0,1
712,1,75984,Mannheimia,2.0,2
75984,2,85404,Mannheimia varigena,1.0,1
712,1,1960084,Rodentibacter,2.0,2
1960084,2,1796644,Rodentibacter caecimuris,2.0,2
712,1,155493,Gallibacterium,1.0,1
155493,2,505341,Gallibacterium salpingitidis,1.0,1
712,1,292486,Avibacterium,1.0,1
292486,2,762,Avibacterium volantium,1.0,1
712,1,745,Pasteurella,1.0,1
745,2,2827233,Pasteurella atlantica,1.0,1
135621,1,286,Pseudomonas,51.0,51
286,1,196821,unclassified Pseudomonas,15.0,15
196821,2,3078264,Pseudomonas sp. C9-3,8.0,8
196821,2,2986947,Pseudomonas sp. WJP1,4.0,4
196821,2,2871095,Pseudomonas sp. DR48,2.0,2
286,2,191390,Pseudomonas palleroniana,3.0,3
286,1,136843,Pseudomonas fluorescens group,2.0,2
136843,2,1421430,Pseudomonas granadensis,2.0,2
286,2,2961893,Pseudomonas triclosanedens,1.0,1
286,1,136845,Pseudomonas putida group,1.0,1
136845,2,303,Pseudomonas putida,1.0,1
286,1,136842,Pseudomonas chlororaphis group,1.0,1
136842,2,86185,Pseudomonas lundensis,1.0,1
135621,1,2901164,Stutzerimonas,2.0,2
2901164,1,136846,Stutzerimonas stutzeri group,2.0,2
136846,2,74829,Stutzerimonas balearica,1.0,1
136846,1,578833,Stutzerimonas stutzeri subgroup,1.0,1
578833,2,316,Stutzerimonas stutzeri,1.0,1
2890311,1,570,Klebsiella,2.0,2
570,2,573,Klebsiella pneumoniae,1.0,1
2890311,1,160674,Raoultella,2.0,2
160674,2,54291,Raoultella ornithinolytica,2.0,2
543,1,561,Escherichia,3.0,3
561,2,562,Escherichia coli,2.0,2
543,1,547,Enterobacter,2.0,2
547,1,354276,Enterobacter cloacae complex,1.0,1
354276,2,61645,Enterobacter asburiae,1.0,1
547,2,2494702,Enterobacter huaxiensis,1.0,1
543,1,590,Salmonella,2.0,2
590,2,28901,Salmonella enterica,1.0,1
590,1,2614656,unclassified Salmonella,1.0,1
2614656,2,2745895,Salmonella sp. SJTUF14178,1.0,1
543,1,413496,Cronobacter,2.0,2
413496,2,413497,Cronobacter dublinensis,2.0,2
543,1,83654,Leclercia,1.0,1
83654,2,83655,Leclercia adecarboxylata,1.0,1
1903414,1,581,Morganella,2.0,2
581,2,582,Morganella morganii,2.0,2
1903414,1,626,Xenorhabdus,1.0,1
626,2,40577,Xenorhabdus poinarii,1.0,1
1903414,1,637,Arsenophonus,1.0,1
637,1,2627083,unclassified Arsenophonus,1.0,1
2627083,2,3066235,Arsenophonus endosymbiont of Crataerina pallida,1.0,1
1903411,1,613,Serratia,1.0,1
613,2,138074,Serratia symbiotica,1.0,1
1903411,1,629,Yersinia,1.0,1
1903411,1,34037,Rahnella,1.0,1
34037,2,1805933,Rahnella sikkimica,1.0,1
